TeamId,TeamName,SubmissionDate,Score
45139,Ben,"2013-06-01 02:32:15",0.78469
46584,"Brian Cajes","2013-06-09 01:55:38",0.74163
46584,"Brian Cajes","2013-06-09 04:32:38",0.77033
46584,"Brian Cajes","2013-06-09 05:01:43",0.78947
46770,"Michael Duffy","2013-06-09 15:46:16",0.57895
46770,"Michael Duffy","2013-06-09 15:54:04",0.76555
46948,"Richard Giles","2013-06-10 01:30:47",0.53589
46948,"Richard Giles","2013-06-10 01:47:27",0.54067
46948,"Richard Giles","2013-06-11 00:14:47",0.76077
46948,"Richard Giles","2013-06-11 00:21:28",0.78469
47881,"Abhik Basu","2013-06-12 07:07:05",0.76555
48366,Rokas,"2013-06-13 11:41:59",0.73684
47311,̼̼🔬̼̼🐦,"2013-06-14 20:16:49",0.61244
47311,̼̼🔬̼̼🐦,"2013-06-16 09:56:08",0.63636
47311,̼̼🔬̼̼🐦,"2013-06-16 11:12:12",0.74163
48305,"Nikos Kourounis","2013-06-16 14:58:15",0.54067
48305,"Nikos Kourounis","2013-06-16 15:31:16",0.77512
47881,"Abhik Basu","2013-06-16 16:56:58",0.77033
50325,"Bob Hay","2013-06-17 02:42:09",0.76555
48305,"Nikos Kourounis","2013-06-17 11:53:13",0.78469
48791,"Victor Cutilla","2013-06-17 22:19:38",0.75120
49325,EasyD,"2013-06-18 02:29:40",0.65550
49325,EasyD,"2013-06-18 03:03:31",0.75598
49325,EasyD,"2013-06-21 16:16:32",0.77512
49325,EasyD,"2013-07-11 18:44:19",0.79426
54043,"Joe Regan","2013-07-26 23:34:56",0.74163
54043,"Joe Regan","2013-07-27 01:03:12",0.76555
54043,"Joe Regan","2013-07-27 01:14:50",0.77512
54367,G13,"2013-07-31 08:28:05",0.73206
32141,"Jbullis ","2013-08-02 01:44:49",0.79904
55586,Elohell,"2013-08-18 23:26:50",0.74641
55586,Elohell,"2013-08-18 23:31:55",0.76555
56008,"Fabrício J. Barth","2013-08-23 01:55:45",0.78947
59282,"Karl Zipple","2013-09-24 17:07:30",0.76555
60906,"Pei Ma","2013-10-09 03:45:26",0.76555
60906,"Pei Ma","2013-10-09 15:05:23",0.77512
63253,"peter eliason","2013-10-29 18:59:08",0.49282
63253,"peter eliason","2013-10-30 17:37:54",0.77033
64576,espin086,"2013-11-10 08:31:54",0.74641
64576,espin086,"2013-11-10 08:43:09",0.76077
64983,"Anuj Saxena","2013-11-13 07:00:11",0.77512
65741,Osprey,"2013-11-18 19:53:23",0.76555
56008,"Fabrício J. Barth","2013-11-19 00:32:37",0.79426
65957,RafaelReis,"2013-11-19 22:45:38",0.71770
65957,RafaelReis,"2013-11-20 21:29:23",0.77033
65957,RafaelReis,"2013-11-21 02:37:46",0.78469
56008,"Fabrício J. Barth","2013-11-21 23:34:16",0.79904
56008,"Fabrício J. Barth","2013-11-22 00:00:21",0.80383
65957,RafaelReis,"2013-11-29 13:50:13",0.81818
341558,SD_PredictiveAnalytics,"2013-12-05 08:17:50",0.76555
68971,terje,"2013-12-12 14:49:04",0.75598
69105,bhousten,"2013-12-13 21:11:30",0.73684
68971,terje,"2013-12-14 11:42:30",0.77990
64983,"Anuj Saxena","2013-12-21 01:49:24",0.79426
64983,"Anuj Saxena","2013-12-21 01:52:19",0.80383
64983,"Anuj Saxena","2013-12-24 20:39:35",0.82297
68971,terje,"2013-12-25 03:38:53",0.79426
68971,terje,"2013-12-26 16:56:32",0.80861
70187,"Lukas Stöcklin","2013-12-26 16:57:09",0.76555
70187,"Lukas Stöcklin","2013-12-27 16:33:24",0.77990
68719,Randomax,"2013-12-30 12:47:53",0.75120
68719,Randomax,"2013-12-30 13:19:26",0.76077
70918,"Satish Kumar","2014-01-04 19:37:40",0.35885
70918,"Satish Kumar","2014-01-08 17:35:15",0.48325
70918,"Satish Kumar","2014-01-09 18:29:27",0.76077
71631,"Team Durga","2014-01-15 21:02:50",0.76555
71631,"Team Durga","2014-01-15 22:55:29",0.77990
74367,"Veerasak Kritsanapraphan","2014-01-31 04:26:37",0.79426
74496,justmarkham,"2014-01-31 04:37:58",0.62679
74496,justmarkham,"2014-01-31 05:20:19",0.77990
74496,justmarkham,"2014-01-31 06:33:08",0.78469
75274,"Joseph Bolt","2014-02-07 01:29:38",0.62679
75274,"Joseph Bolt","2014-02-07 01:46:23",0.76555
75274,"Joseph Bolt","2014-02-07 02:17:09",0.77990
75274,"Joseph Bolt","2014-02-08 03:27:55",0.78469
75475,"Stephen Siegel","2014-02-08 19:11:39",0.76555
75475,"Stephen Siegel","2014-02-08 20:14:04",0.77990
75579,"Kai Mueller","2014-02-09 23:03:10",0.76555
75579,"Kai Mueller","2014-02-11 23:15:59",0.77990
77689,"Yusuke Kuroki","2014-02-21 05:50:45",0.75120
77689,"Yusuke Kuroki","2014-02-21 05:58:21",0.75598
77876,"deepitapai ","2014-02-21 13:29:22",0.62679
77876,"deepitapai ","2014-02-21 13:42:28",0.76555
77876,"deepitapai ","2014-02-21 18:29:08",0.77990
77689,"Yusuke Kuroki","2014-02-22 02:07:53",0.76555
77689,"Yusuke Kuroki","2014-02-22 02:12:16",0.77990
77689,"Yusuke Kuroki","2014-02-22 02:15:00",0.78469
77876,"deepitapai ","2014-02-22 05:12:47",0.78469
77876,"deepitapai ","2014-02-22 11:08:50",0.80383
78046,BayesianAveraging,"2014-02-22 14:35:34",0.76555
77876,"deepitapai ","2014-02-22 18:07:36",0.81340
78046,BayesianAveraging,"2014-02-22 22:19:22",0.77990
77689,"Yusuke Kuroki","2014-02-23 06:28:18",0.81340
31969,aboul,"2014-02-25 14:35:12",0.79426
81720,"Shubham Goel","2014-03-16 07:48:21",0.76555
81720,"Shubham Goel","2014-03-16 09:49:27",0.77990
81720,"Shubham Goel","2014-03-16 10:22:29",0.78469
81720,"Shubham Goel","2014-03-16 13:58:20",0.79426
81720,"Shubham Goel","2014-03-17 09:41:39",0.81340
82244,Britintex,"2014-03-20 20:33:52",0.77990
81720,"Shubham Goel","2014-04-08 05:42:58",0.81818
25643,"Jason Noriega","2014-04-12 03:05:29",0.80861
25643,"Jason Noriega","2014-04-12 03:18:56",0.81340
87640,AndrewK64,"2014-04-15 12:05:22",0.81340
87640,AndrewK64,"2014-04-15 12:10:56",0.81818
90606,"Christopher Kaufmann","2014-04-27 14:55:08",0.76555
90606,"Christopher Kaufmann","2014-04-27 15:16:28",0.77990
93127,"Amit 3","2014-05-05 21:40:28",0.77033
93127,"Amit 3","2014-05-06 06:08:40",0.78469
93393,Saisree,"2014-05-07 18:25:50",0.62679
93393,Saisree,"2014-05-07 19:14:26",0.76555
93393,Saisree,"2014-05-07 19:34:34",0.77990
94645,Raki,"2014-05-15 19:15:10",0.76555
35486,Amogh,"2014-05-19 04:07:06",0.62679
35486,Amogh,"2014-05-19 04:33:15",0.76555
35486,Amogh,"2014-05-19 04:34:48",0.77990
35486,Amogh,"2014-05-19 05:48:40",0.78469
95784,mimi,"2014-05-21 13:04:35",0.79426
96173,heyengel,"2014-05-23 02:56:58",0.73684
96203,"Filippos Lanaras","2014-05-23 08:04:39",0.77990
84269,liberty,"2014-05-31 21:03:50",0.62679
84269,liberty,"2014-05-31 21:11:49",0.76555
98802,silicio,"2014-06-03 05:08:49",0.76555
98802,silicio,"2014-06-03 06:50:09",0.77990
100362,LOGS,"2014-06-13 04:33:17",0.79426
100646,"Joakim Eco","2014-06-15 03:46:52",0.00000
100646,"Joakim Eco","2014-06-15 03:50:22",0.77033
100678,"Kostas Platis","2014-06-15 09:57:06",0.76555
102820,"aritra raymukherjee","2014-06-23 10:21:22",0.76555
102820,"aritra raymukherjee","2014-06-23 10:53:31",0.77990
102863,"JunShern Chan","2014-06-23 15:07:48",0.62679
102863,"JunShern Chan","2014-06-23 15:26:06",0.76555
102863,"JunShern Chan","2014-06-23 16:07:22",0.77990
102883,"Bharath Raman","2014-06-23 17:16:07",0.62679
84269,liberty,"2014-06-24 05:11:47",0.77990
84269,liberty,"2014-06-24 05:15:17",0.78469
84269,liberty,"2014-06-24 05:27:30",0.79426
102820,"aritra raymukherjee","2014-06-24 09:08:06",0.78469
35486,Amogh,"2014-06-25 08:48:59",0.79426
35486,Amogh,"2014-06-25 09:25:13",0.81340
100362,LOGS,"2014-06-25 18:30:46",0.79904
102863,"JunShern Chan","2014-06-26 16:36:16",0.78469
102883,"Bharath Raman","2014-06-29 14:47:02",0.76555
100362,LOGS,"2014-06-30 20:49:03",0.93780
102883,"Bharath Raman","2014-07-02 08:26:03",0.78469
105021,ufoiae,"2014-07-09 08:54:42",0.62679
105021,ufoiae,"2014-07-10 01:02:19",0.76555
106686,"Nestor D.","2014-07-21 19:43:23",0.75120
106686,"Nestor D.","2014-07-22 06:24:29",0.77512
106761,Debasis,"2014-07-22 08:21:30",0.71292
106686,"Nestor D.","2014-07-24 18:52:00",0.79426
106761,Debasis,"2014-07-25 03:36:34",0.78469
106761,Debasis,"2014-07-25 05:31:50",0.79426
106826,ixxra,"2014-07-31 16:56:36",0.76555
106826,ixxra,"2014-07-31 18:12:55",0.77990
109268,Susan25,"2014-08-02 11:07:43",0.76555
109268,Susan25,"2014-08-02 11:52:36",0.77990
109713,TheDudeAbides,"2014-08-05 07:03:46",0.72249
55586,Elohell,"2014-08-05 10:00:22",0.77990
111048,"Anirudh Singh Rana","2014-08-07 10:02:12",0.71770
111048,"Anirudh Singh Rana","2014-08-07 11:31:51",0.74641
30818,mark.trovinger,"2014-08-07 18:20:41",0.77990
109713,TheDudeAbides,"2014-08-09 07:25:08",0.75598
111743,"C.K. Tse","2014-08-12 07:32:04",0.76555
111743,"C.K. Tse","2014-08-13 03:38:38",0.77990
111917,Mudit,"2014-08-13 04:56:20",0.81340
109713,TheDudeAbides,"2014-08-15 23:34:27",0.77033
112494,functioncall,"2014-08-16 19:06:13",0.76555
109713,TheDudeAbides,"2014-08-18 08:43:49",0.77512
111048,"Anirudh Singh Rana","2014-08-18 09:22:46",0.92344
112903,none_,"2014-08-18 18:26:24",0.76555
112903,none_,"2014-08-18 18:34:38",0.78469
112494,functioncall,"2014-08-20 17:15:35",0.77990
84269,liberty,"2014-08-20 19:46:57",0.81340
113541,edublancas,"2014-08-20 23:19:56",0.71770
113674,"Ke Sang","2014-08-21 01:56:16",0.73206
113674,"Ke Sang","2014-08-21 03:23:47",0.78947
113715,"Shayne Kang","2014-08-21 03:52:30",0.76555
113715,"Shayne Kang","2014-08-21 04:27:07",0.77512
109713,TheDudeAbides,"2014-08-28 22:15:22",0.78469
114882,Tamietta,"2014-08-29 18:00:09",0.79426
114996,"Rom M","2014-08-30 15:31:16",0.76555
114996,"Rom M","2014-08-30 16:03:25",0.77033
114996,"Rom M","2014-08-31 13:54:31",0.77512
65741,Osprey,"2014-09-05 12:20:33",0.77990
65741,Osprey,"2014-09-05 13:08:23",0.78469
65741,Osprey,"2014-09-05 14:06:29",0.79426
65741,Osprey,"2014-09-05 14:58:07",0.79904
113715,"Shayne Kang","2014-09-06 04:49:28",0.77990
113715,"Shayne Kang","2014-09-06 06:47:03",0.78469
115963,robinoz,"2014-09-06 09:08:05",0.76555
115963,robinoz,"2014-09-06 14:38:02",0.77990
116082,"Srujan Dasa","2014-09-07 06:29:18",0.79426
115963,robinoz,"2014-09-07 07:29:06",0.78469
115963,robinoz,"2014-09-07 11:37:42",0.79904
115963,robinoz,"2014-09-07 12:29:02",0.81340
113715,"Shayne Kang","2014-09-07 15:05:01",0.79426
109713,TheDudeAbides,"2014-09-08 05:22:48",0.79426
113715,"Shayne Kang","2014-09-08 06:38:35",0.81340
111743,"C.K. Tse","2014-09-09 05:54:54",0.78469
111743,"C.K. Tse","2014-09-09 07:06:50",0.78947
86196,thibalbo,"2014-09-15 22:34:22",0.76077
86196,thibalbo,"2014-09-15 22:36:19",0.78469
113080,"Joan Jebamani","2014-09-17 13:35:43",0.78469
113080,"Joan Jebamani","2014-09-17 13:38:47",0.80383
117805,kaggler231,"2014-09-18 20:44:24",0.76555
118054,vachar,"2014-09-20 17:58:56",0.75598
118256,해현용,"2014-09-22 09:25:37",0.78469
118256,해현용,"2014-09-22 13:12:18",0.81340
118500,Puja,"2014-09-23 19:37:11",0.77990
118594,Bookoff,"2014-09-24 13:28:40",0.76555
118594,Bookoff,"2014-09-24 14:39:05",0.77990
118054,vachar,"2014-10-03 15:29:07",0.79904
120995,Jacob,"2014-10-11 19:22:50",0.73684
115674,"Tracholar Zuo","2014-10-12 04:53:55",0.75120
115674,"Tracholar Zuo","2014-10-12 05:03:18",0.77033
115674,"Tracholar Zuo","2014-10-12 06:28:36",0.77990
94824,"Russ Boucher","2014-10-19 18:48:34",0.75598
94824,"Russ Boucher","2014-10-19 18:52:45",0.76077
94824,"Russ Boucher","2014-10-19 19:04:23",0.79904
122354,gfidanli,"2014-10-22 02:34:15",0.66029
122354,gfidanli,"2014-10-22 02:43:18",0.77990
123707,turk182,"2014-10-30 13:26:23",0.60766
123707,turk182,"2014-10-30 15:34:22",0.74163
123707,turk182,"2014-10-30 15:57:40",0.76077
123707,turk182,"2014-10-30 17:02:35",0.78947
124006,ecerulm,"2014-11-01 13:27:24",0.76555
124519,"James Johnson 2","2014-11-04 23:32:25",0.76555
123707,turk182,"2014-11-05 15:40:44",0.79426
94824,"Russ Boucher","2014-11-08 22:15:04",0.80383
113941,jhilg3,"2014-11-09 03:57:04",0.78947
125199,cuttlefish,"2014-11-09 19:13:50",0.76555
74367,"Veerasak Kritsanapraphan","2014-11-13 10:42:05",0.79904
113941,jhilg3,"2014-11-13 20:33:37",0.79426
113941,jhilg3,"2014-11-14 15:28:09",0.79904
94824,"Russ Boucher","2014-11-15 19:12:50",0.80861
113941,jhilg3,"2014-11-17 22:17:01",0.80383
113941,jhilg3,"2014-11-17 22:33:11",0.80861
113941,jhilg3,"2014-11-17 22:46:55",0.82297
127077,mmChiang,"2014-11-20 14:41:41",0.76555
113941,jhilg3,"2014-11-22 20:11:49",0.82775
127571,az1441,"2014-11-23 06:18:17",0.70813
127721,"Riley Dallas","2014-11-23 19:43:08",0.62679
127721,"Riley Dallas","2014-11-23 20:02:32",0.76555
127721,"Riley Dallas","2014-11-23 20:35:49",0.78469
127721,"Riley Dallas","2014-11-24 05:02:08",0.80861
127571,az1441,"2014-11-24 19:10:39",0.76555
68719,Randomax,"2014-11-25 16:20:31",0.77033
68719,Randomax,"2014-11-27 15:52:11",0.77990
128511,IKDDTeam5,"2014-12-01 07:05:04",0.76555
128511,IKDDTeam5,"2014-12-05 05:51:02",0.77990
123852,Venkatesh,"2014-12-11 11:08:37",0.76555
123852,Venkatesh,"2014-12-11 14:32:14",0.78469
131991,Nephra,"2014-12-15 14:41:05",0.76555
131991,Nephra,"2014-12-16 13:28:14",0.77990
70187,"Lukas Stöcklin","2014-12-17 07:31:50",0.78469
70187,"Lukas Stöcklin","2014-12-17 10:09:45",0.78947
70187,"Lukas Stöcklin","2014-12-17 12:48:00",0.79426
133643,"St Group","2014-12-19 08:33:17",0.92344
131991,Nephra,"2014-12-19 10:14:28",0.78469
134303,"Isabel Portugal","2014-12-20 15:51:11",0.76555
134303,"Isabel Portugal","2014-12-20 16:51:26",0.77512
134303,"Isabel Portugal","2014-12-21 13:12:41",0.78469
131991,Nephra,"2014-12-21 15:04:08",0.79904
134959,"Amy Sz","2014-12-23 16:34:38",0.78469
135531,"Christina Brady","2014-12-27 02:59:41",0.76555
135531,"Christina Brady","2014-12-27 03:26:40",0.78469
136179,Wannabebasic,"2014-12-31 00:20:46",0.62679
136179,Wannabebasic,"2014-12-31 02:10:16",0.77990
136179,Wannabebasic,"2015-01-01 10:15:18",0.78469
136415,DFridman,"2015-01-01 19:42:45",0.62201
136415,DFridman,"2015-01-01 20:43:18",0.76555
136415,DFridman,"2015-01-02 09:47:08",0.77033
136415,DFridman,"2015-01-02 10:02:05",0.78469
136601,quicksort,"2015-01-03 02:56:31",0.76555
136601,quicksort,"2015-01-03 03:14:05",0.77033
136601,quicksort,"2015-01-03 03:34:44",0.77512
136963,"Bert Carremans","2015-01-04 20:43:22",0.76555
136963,"Bert Carremans","2015-01-04 21:08:47",0.77990
138442,Jeanette,"2015-01-13 13:15:58",0.76555
138442,Jeanette,"2015-01-14 12:03:14",0.77990
138442,Jeanette,"2015-01-14 13:06:05",0.79426
138442,Jeanette,"2015-01-15 08:43:02",0.79904
31969,aboul,"2015-01-15 17:15:15",0.79904
118594,Bookoff,"2015-01-17 14:29:51",0.78469
118594,Bookoff,"2015-01-17 15:15:21",0.79426
118594,Bookoff,"2015-01-17 18:47:44",0.81340
141710,"Iniyan Mdr","2015-01-27 14:36:38",0.75598
142984,"Welly Zhang","2015-02-02 15:19:53",0.74163
142984,"Welly Zhang","2015-02-03 07:48:56",0.77990
144552,Justfor,"2015-02-07 22:59:16",0.76555
144552,Justfor,"2015-02-07 23:03:22",0.77033
144552,Justfor,"2015-02-07 23:54:56",0.78947
144961,"Michael Pawlus","2015-02-09 02:24:12",0.62679
144961,"Michael Pawlus","2015-02-09 02:31:59",0.76555
144961,"Michael Pawlus","2015-02-09 02:43:01",0.77990
144961,"Michael Pawlus","2015-02-09 03:05:26",0.78469
144961,"Michael Pawlus","2015-02-09 03:15:43",0.79426
144552,Justfor,"2015-02-10 08:38:56",0.79426
146980,AntonK,"2015-02-17 16:20:45",0.76555
147219,Yorko,"2015-02-18 09:21:40",0.76555
146980,AntonK,"2015-02-18 10:02:29",0.78469
147219,Yorko,"2015-02-18 10:45:52",0.77990
146980,AntonK,"2015-02-19 12:09:26",0.78947
146980,AntonK,"2015-02-19 16:00:56",0.79426
147778,Jaakko,"2015-02-20 19:44:59",0.73684
147825,prajwal,"2015-02-21 02:20:03",0.73684
146980,AntonK,"2015-02-23 13:37:38",0.79904
120995,Jacob,"2015-02-24 17:23:10",0.74163
120995,Jacob,"2015-02-24 17:36:22",0.77990
151031,"Ruchi 3","2015-03-01 08:32:31",0.77990
151564,MatteoFelici,"2015-03-02 15:23:36",0.78469
151564,MatteoFelici,"2015-03-03 18:26:46",0.79904
152169,Isaac,"2015-03-04 01:51:00",0.76555
152169,Isaac,"2015-03-04 03:10:15",0.77990
152686,abgoswam,"2015-03-05 21:53:43",0.76555
153958,Yari,"2015-03-10 09:32:31",0.76077
153958,Yari,"2015-03-10 13:09:31",0.76555
155216,prudhvirazz,"2015-03-16 18:51:24",0.62679
120995,Jacob,"2015-03-19 16:24:59",0.78469
120995,Jacob,"2015-03-19 17:20:31",0.79426
120995,Jacob,"2015-03-19 18:04:57",0.81340
158440,rkar,"2015-03-24 03:09:22",0.62679
158440,rkar,"2015-03-24 04:15:12",0.76555
161433,PeceBig,"2015-03-31 04:57:04",0.62679
161433,PeceBig,"2015-03-31 20:38:04",0.77990
161433,PeceBig,"2015-03-31 21:28:28",0.78469
161892,"Chris Reisinger","2015-04-01 11:55:37",0.75598
48366,Rokas,"2015-04-01 15:23:24",0.76555
161935,"Antoine Schwartz","2015-04-01 15:32:02",0.37321
162010,sporeza,"2015-04-01 19:10:07",0.76555
162010,sporeza,"2015-04-01 19:32:16",0.77990
195854,Null,"2015-04-06 09:38:59",0.76555
195854,Null,"2015-04-06 14:19:04",0.77033
162010,sporeza,"2015-04-06 15:53:09",0.78469
153915,"Vishwanathan Raman","2015-04-06 15:59:54",0.77512
162010,sporeza,"2015-04-06 17:21:16",0.79426
162010,sporeza,"2015-04-07 07:22:49",0.81340
195854,Null,"2015-04-08 08:36:52",0.78469
164710,"Henrique Souza","2015-04-08 20:11:54",0.76555
164710,"Henrique Souza","2015-04-08 20:52:13",0.77990
164970,bonv,"2015-04-09 07:53:56",0.75598
164970,bonv,"2015-04-09 07:58:10",0.77990
166210,quietrags,"2015-04-12 05:36:34",0.66986
166210,quietrags,"2015-04-12 05:55:04",0.71292
166210,quietrags,"2015-04-12 09:21:18",0.72727
166210,quietrags,"2015-04-12 15:40:51",0.76077
166210,quietrags,"2015-04-13 03:00:02",0.76555
166210,quietrags,"2015-04-13 03:24:07",0.77990
167663,"Ramiro Camino","2015-04-14 23:32:30",0.76555
167663,"Ramiro Camino","2015-04-14 23:36:51",0.77990
169521,Duts78610,"2015-04-18 05:06:17",0.55502
169521,Duts78610,"2015-04-18 20:46:36",0.76077
169521,Duts78610,"2015-04-19 03:28:12",0.77512
169521,Duts78610,"2015-04-20 01:13:54",0.77990
170551,KiranM,"2015-04-20 10:09:33",0.77033
169521,Duts78610,"2015-04-21 02:12:09",0.78469
172249,jsoro,"2015-04-23 12:33:29",0.76555
172249,jsoro,"2015-04-23 14:28:18",0.77990
172249,jsoro,"2015-04-23 17:31:15",0.78469
172249,jsoro,"2015-04-23 19:37:25",0.78947
172642,Locke,"2015-04-24 07:59:12",0.76555
172249,jsoro,"2015-04-24 20:46:51",0.80383
172249,jsoro,"2015-04-24 20:52:09",0.80861
174429,Bahirani,"2015-04-27 23:57:35",0.75598
176624,Tomonyan,"2015-05-02 09:09:38",0.74163
176624,Tomonyan,"2015-05-03 04:40:24",0.76077
177700,"Sayantaun Ghosh","2015-05-04 10:05:08",0.77512
179221,tyrionL,"2015-05-07 12:17:25",0.62679
179221,tyrionL,"2015-05-07 12:26:18",0.76555
179221,tyrionL,"2015-05-07 12:51:57",0.77990
179221,tyrionL,"2015-05-07 13:19:03",0.78469
179221,tyrionL,"2015-05-08 07:07:01",0.79426
179221,tyrionL,"2015-05-08 09:50:44",0.80861
179815,carroteam,"2015-05-09 04:32:48",0.73684
180377,mabethanonuevo,"2015-05-11 05:00:24",0.76555
180377,mabethanonuevo,"2015-05-11 05:52:52",0.78469
180893,BogdanIacobet,"2015-05-12 10:48:06",0.74163
180893,BogdanIacobet,"2015-05-12 12:40:17",0.77512
179815,carroteam,"2015-05-13 03:52:08",0.75120
179815,carroteam,"2015-05-13 04:09:27",0.75598
181136,"Boyuan Zhang","2015-05-13 05:08:25",0.76555
179815,carroteam,"2015-05-13 05:18:13",0.76555
180893,BogdanIacobet,"2015-05-13 07:06:43",0.81340
181366,withers_witherspoon,"2015-05-14 00:16:57",0.76555
181366,withers_witherspoon,"2015-05-14 00:23:52",0.77990
179815,carroteam,"2015-05-14 20:14:24",0.77033
179815,carroteam,"2015-05-15 07:11:56",0.77512
25469,"Anthony Goldbloom (Kaggle)","2015-05-15 15:17:10",0.78469
182048,"Luka Kavčič","2015-05-16 09:11:08",0.76555
179815,carroteam,"2015-05-19 01:46:56",0.78469
183099,enjoyhot,"2015-05-19 11:59:43",0.76555
183099,enjoyhot,"2015-05-19 12:05:54",0.77990
183111,"晗 张","2015-05-19 12:51:39",0.72727
183111,"晗 张","2015-05-19 13:59:07",0.74641
179815,carroteam,"2015-05-19 22:55:48",0.79426
176624,Tomonyan,"2015-05-20 05:32:48",0.78947
183111,"晗 张","2015-05-20 11:39:23",0.76077
183551,BrunaOliveira,"2015-05-20 18:53:34",0.62679
183551,BrunaOliveira,"2015-05-20 19:06:07",0.76555
183111,"晗 张","2015-05-21 15:17:43",0.77512
144552,Justfor,"2015-05-24 23:38:11",0.81340
144552,Justfor,"2015-05-25 00:04:05",0.81818
184778,"Srikanth V","2015-05-25 17:20:20",0.72727
184778,"Srikanth V","2015-05-25 17:23:21",0.77990
184965,DwiPrasetyoAdiNugroho,"2015-05-26 10:37:48",0.76555
181366,withers_witherspoon,"2015-05-27 00:02:42",0.78469
181366,withers_witherspoon,"2015-05-27 01:07:12",0.79426
185212,ingeniouXY,"2015-05-27 03:38:18",0.76555
125199,cuttlefish,"2015-05-28 03:14:11",0.77990
161935,"Antoine Schwartz","2015-06-01 03:01:23",0.44498
161935,"Antoine Schwartz","2015-06-01 03:23:30",0.47368
161935,"Antoine Schwartz","2015-06-01 03:35:58",0.80383
186937,LalithaPragada,"2015-06-01 17:56:37",0.76555
181136,"Boyuan Zhang","2015-06-01 21:13:08",0.78469
181136,"Boyuan Zhang","2015-06-02 15:57:24",0.99522
187344,RobinPhetsavong,"2015-06-03 02:56:00",0.75598
187344,RobinPhetsavong,"2015-06-03 03:11:56",0.77033
187344,RobinPhetsavong,"2015-06-03 04:38:14",0.78469
187437,Mastermindw,"2015-06-03 11:32:56",0.76555
187437,Mastermindw,"2015-06-03 17:07:34",0.78469
187437,Mastermindw,"2015-06-03 18:22:39",0.80383
187344,RobinPhetsavong,"2015-06-03 23:27:55",0.80383
341558,SD_PredictiveAnalytics,"2015-06-04 21:25:37",0.78469
341558,SD_PredictiveAnalytics,"2015-06-04 21:50:08",0.80383
188055,"Alexey Antonov","2015-06-05 14:01:57",0.79426
187344,RobinPhetsavong,"2015-06-05 18:44:33",0.81340
188064,DenisPluzhnikov,"2015-06-05 19:54:03",0.74641
188064,DenisPluzhnikov,"2015-06-05 21:04:22",0.75120
188064,DenisPluzhnikov,"2015-06-05 21:08:37",0.76555
188503,"Akshay Nayak","2015-06-07 13:15:44",0.78469
