29,a,28.5,1.0,u,g,q,v,1.0,t,t,2,t,g,167,500,2010-03-15,-
30,b,37.5,1.75,y,p,c,bb,0.25,t,f,0,t,g,164,400,2009-12-09,-
31,b,35.25,16.5,y,p,c,v,4.0,t,f,0,f,g,80,0,2009-12-05,-
32,b,18.67,5.0,u,g,q,v,0.375,t,t,2,f,g,0,38,2010-01-22,-
33,b,25,12.0,u,g,k,v,2.25,t,t,2,t,g,120,5,2009-09-04,-
34,b,27.83,4.0,y,p,i,h,5.75,t,t,2,t,g,75,0,2010-01-12,-
35,b,54.83,15.5,u,g,e,z,0.0,t,t,20,f,g,152,130,2008-12-17,-
36,b,28.75,1.165,u,g,k,v,0.5,t,f,0,f,s,280,0,2009-11-20,-
37,a,25,11.0,y,p,aa,v,4.5,t,f,0,f,g,120,0,2009-06-15,-
38,b,40.92,2.25,y,p,x,h,10.0,t,f,0,t,g,176,0,2010-08-10,-
39,a,19.75,0.75,u,g,c,v,0.795,t,t,5,t,g,140,5,2009-06-23,-
40,b,29.17,3.5,u,g,w,v,3.5,t,t,3,t,g,329,0,2009-11-21,-
41,a,24.5,1.04,y,p,ff,ff,0.5,t,t,3,f,g,180,147,2010-03-28,-
42,b,24.58,12.5,u,g,w,v,0.875,t,f,0,t,g,260,0,2009-12-09,-
43,a,33.75,0.75,u,g,k,bb,1.0,t,t,3,t,g,212,0,2010-01-04,-
44,b,20.67,1.25,y,p,c,h,1.375,t,t,3,t,g,140,210,2009-07-17,-
45,a,25.42,1.125,u,g,q,v,1.29,t,t,2,f,g,200,0,2009-09-20,-
46,b,37.75,7.0,u,g,q,h,11.5,t,t,7,t,g,300,5,2009-10-14,-
47,b,?,0.625,u,g,k,v,0.25,f,f,0,f,g,380,2010,2009-10-22,-
48,b,18.17,10.25,u,g,c,h,1.085,f,f,0,f,g,320,13,2010-02-03,-
49,b,20,11.045,u,g,c,v,2.0,f,f,0,t,g,136,0,2009-04-06,-
50,b,20,0.0,u,g,d,v,0.5,f,f,0,f,g,144,0,2010-01-01,-
51,a,20.75,9.54,u,g,i,v,0.04,f,f,0,f,g,200,1000,2009-09-10,-
52,a,24.5,1.75,y,p,c,v,0.165,f,f,0,f,g,132,0,2010-06-14,-
53,b,32.75,2.335,u,g,d,h,5.75,f,f,0,t,g,292,0,2009-10-01,-
54,a,52.17,0.0,y,p,ff,ff,0.0,f,f,0,f,g,0,0,2009-10-18,-
55,a,48.17,1.335,u,g,i,o,0.335,f,f,0,f,g,0,120,2009-09-16,-
56,a,20.42,10.5,y,p,x,h,0.0,f,f,0,t,g,154,32,2009-08-24,-
57,b,50.75,0.585,u,g,ff,ff,0.0,f,f,0,f,g,145,0,2010-03-16,-
58,b,17.08,0.085,y,p,c,v,0.04,f,f,0,f,g,140,722,2009-12-24,-
59,b,18.33,1.21,y,p,e,dd,0.0,f,f,0,f,g,100,0,2010-02-12,-
60,a,32,6.0,u,g,d,v,1.25,f,f,0,f,g,272,0,2009-10-09,-
61,b,32.33,2.5,u,g,c,v,1.25,f,f,0,t,g,280,0,2009-09-13,-
62,b,18.08,6.75,y,p,m,v,0.04,f,f,0,f,g,140,0,2009-07-05,-
63,b,38.25,10.125,y,p,k,v,0.125,f,f,0,f,g,160,0,2009-08-06,-
64,b,30.67,2.5,u,g,cc,h,2.25,f,f,0,t,s,340,0,2009-05-04,-
65,b,18.58,5.71,u,g,d,v,0.54,f,f,0,f,g,120,0,2009-08-20,-
66,a,19.17,5.415,u,g,i,h,0.29,f,f,0,f,g,80,484,2010-03-08,-
67,a,18.17,10.0,y,p,q,h,0.165,f,f,0,f,g,340,0,2009-11-06,-
68,b,24.58,13.5,y,p,ff,ff,0.0,f,f,0,f,g,?,0,2009-07-21,-
69,b,16.25,0.835,u,g,m,v,0.085,t,f,0,f,s,200,0,2009-04-29,-
70,b,21.17,0.875,y,p,c,h,0.25,f,f,0,f,g,280,204,2009-11-16,-
71,b,23.92,0.585,y,p,cc,h,0.125,f,f,0,f,g,240,1,2009-09-17,-
72,b,17.67,4.46,u,g,c,v,0.25,f,f,0,f,s,80,0,2009-07-04,-
73,a,16.5,1.25,u,g,q,v,0.25,f,t,1,f,g,108,98,2009-12-06,-
74,b,23.25,12.625,u,g,c,v,0.125,f,t,2,f,g,0,5552,2009-12-21,-
75,b,17.58,10.0,u,g,w,h,0.165,f,t,1,f,g,120,1,2009-10-04,-
76,a,?,1.5,u,g,ff,ff,0.0,f,t,2,t,g,200,105,2010-01-02,-
77,b,29.5,0.58,u,g,w,v,0.29,f,t,1,f,g,340,2803,2010-04-03,-
78,b,18.83,0.415,y,p,c,v,0.165,f,t,1,f,g,200,1,2010-04-03,-
79,a,21.75,1.75,y,p,j,j,0.0,f,f,0,f,g,160,0,2009-02-10,-
80,b,23,0.75,u,g,m,v,0.5,f,f,0,t,s,320,0,2009-08-24,-
81,a,18.25,10.0,u,g,w,v,1.0,f,t,1,f,g,120,1,2009-12-08,-
82,b,25.42,0.54,u,g,w,v,0.165,f,t,1,f,g,272,444,2009-12-16,-
83,b,35.75,2.415,u,g,w,v,0.125,f,t,2,f,g,220,1,2010-01-10,-
84,a,16.08,0.335,u,g,ff,ff,0.0,f,t,1,f,g,160,126,2009-12-09,-
85,a,31.92,3.125,u,g,ff,ff,3.04,f,t,2,t,g,200,4,2009-10-06,-
86,b,69.17,9.0,u,g,ff,ff,4.0,f,t,1,f,g,70,6,2010-02-24,-
87,b,32.92,2.5,u,g,aa,v,1.75,f,t,2,t,g,720,0,2010-06-30,-
88,b,16.33,2.75,u,g,aa,v,0.665,f,t,1,f,g,80,21,2009-03-09,-
89,b,22.17,12.125,u,g,c,v,3.335,f,t,2,t,g,180,173,2010-05-02,-
90,a,57.58,2.0,u,g,ff,ff,6.5,f,t,1,f,g,0,10,2009-11-13,-
91,b,18.25,0.165,u,g,d,v,0.25,f,f,0,t,s,280,0,2010-05-13,-
92,b,23.42,1.0,u,g,c,v,0.5,f,f,0,t,s,280,0,2009-09-26,-
93,a,15.92,2.875,u,g,q,v,0.085,f,f,0,f,g,120,0,2010-03-16,-
94,a,24.75,13.665,u,g,q,h,1.5,f,f,0,f,g,280,1,2010-01-20,-
95,b,48.75,26.335,y,p,ff,ff,0.0,t,f,0,t,g,0,0,2009-12-16,-
96,b,23.5,2.75,u,g,ff,ff,4.5,f,f,0,f,g,160,25,2009-10-07,-
97,b,18.58,10.29,u,g,ff,ff,0.415,f,f,0,f,g,80,0,2009-09-03,-
98,b,27.75,1.29,u,g,k,h,0.25,f,f,0,t,s,140,0,2009-06-24,-
99,a,31.75,3.0,y,p,j,j,0.0,f,f,0,f,g,160,20,2010-03-16,-
100,a,24.83,4.5,u,g,w,v,1.0,f,f,0,t,g,360,6,2009-08-02,-
101,b,19,1.75,y,p,c,v,2.335,f,f,0,t,g,112,6,2010-07-08,-
102,a,16.33,0.21,u,g,aa,v,0.125,f,f,0,f,g,200,1,2009-04-04,-
103,a,18.58,10.0,u,g,d,v,0.415,f,f,0,f,g,80,42,2009-06-24,-
104,b,16.25,0.0,y,p,aa,v,0.25,f,f,0,f,g,60,0,2010-04-25,-
105,b,23,0.75,u,g,m,v,0.5,t,f,0,t,s,320,0,2009-09-16,-
106,b,21.17,0.25,y,p,c,h,0.25,f,f,0,f,g,280,204,2009-06-08,-
107,b,33.67,1.25,u,g,w,v,1.165,f,f,0,f,g,120,0,2009-12-18,-
108,a,29.5,1.085,y,p,x,v,1.0,f,f,0,f,g,280,13,2010-01-19,-
109,b,30.17,1.085,y,p,c,v,0.04,f,f,0,f,g,170,179,2009-07-01,-
110,?,40.83,3.5,u,g,i,bb,0.5,f,f,0,f,s,1160,0,2010-05-03,-
111,b,34.83,2.5,y,p,w,v,3.0,f,f,0,f,s,200,0,2010-04-13,-
112,b,?,4.0,y,p,i,v,0.085,f,f,0,t,g,411,0,2009-12-05,-
113,b,20.42,0.0,?,?,?,?,0.0,f,f,0,f,p,?,0,2009-12-17,-
114,a,33.25,2.5,y,p,c,v,2.5,f,f,0,t,g,0,2,2009-10-26,-
115,b,34.08,2.5,u,g,c,v,1.0,f,f,0,f,g,460,16,2009-11-04,-
116,a,25.25,12.5,u,g,d,v,1.0,f,f,0,t,g,180,1062,2009-11-30,-
117,b,34.75,2.5,u,g,cc,bb,0.5,f,f,0,f,g,348,0,2009-07-19,-
118,b,27.67,0.75,u,g,q,h,0.165,f,f,0,t,g,220,251,2010-03-20,-
119,b,47.33,6.5,u,g,c,v,1.0,f,f,0,t,g,0,228,2009-10-11,-
120,a,34.83,1.25,y,p,i,h,0.5,f,f,0,t,g,160,0,2009-07-01,-
121,a,33.25,3.0,y,p,aa,v,2.0,f,f,0,f,g,180,0,2009-10-21,-
122,b,28,3.0,u,g,w,v,0.75,f,f,0,t,g,300,67,2010-02-01,-
123,a,39.08,4.0,u,g,c,v,3.0,f,f,0,f,g,480,0,2010-03-02,-
124,b,42.75,4.085,u,g,aa,v,0.04,f,f,0,f,g,108,100,2010-06-25,-
125,b,26.92,2.25,u,g,i,bb,0.5,f,f,0,t,g,640,4000,2009-07-23,-
126,b,33.75,2.75,u,g,i,bb,0.0,f,f,0,f,g,180,0,2009-09-26,-
127,b,38.92,1.75,u,g,k,v,0.5,f,f,0,t,g,300,2,2009-07-30,-
128,b,62.75,7.0,u,g,e,z,0.0,f,f,0,f,g,0,12,2009-09-30,-
129,?,32.25,1.5,u,g,c,v,0.25,f,f,0,t,g,372,122,2010-02-28,-
130,b,26.75,4.5,y,p,c,bb,2.5,f,f,0,f,g,200,1210,2009-12-06,-
131,b,63.33,0.54,u,g,c,v,0.585,t,t,3,t,g,180,0,2010-03-04,-
132,b,27.83,1.5,u,g,w,v,2.25,f,t,1,t,g,100,3,2009-11-18,-
133,a,26.17,2.0,u,g,j,j,0.0,f,f,0,t,g,276,1,2010-04-06,-
134,b,22.17,0.585,y,p,ff,ff,0.0,f,f,0,f,g,100,0,2009-11-03,-
135,b,22.5,11.5,y,p,m,v,1.5,f,f,0,t,g,0,4000,2010-03-06,-
136,b,30.75,1.585,u,g,d,v,0.585,f,f,0,t,s,0,0,2009-03-20,-
137,b,36.67,2.0,u,g,i,v,0.25,f,f,0,t,g,221,0,2009-10-09,-
138,a,16,0.165,u,g,aa,v,1.0,f,t,2,t,g,320,1,2009-08-23,-
139,b,41.17,1.335,u,g,d,v,0.165,f,f,0,f,g,168,0,2009-02-08,-
140,a,19.5,0.165,u,g,q,v,0.04,f,f,0,t,g,380,0,2009-11-20,-
141,b,32.42,3.0,u,g,d,v,0.165,f,f,0,t,g,120,0,2009-06-29,-
142,a,36.75,4.71,u,g,ff,ff,0.0,f,f,0,f,g,160,0,2009-11-15,-
143,a,30.25,5.5,u,g,k,v,5.5,f,f,0,t,s,100,0,2009-10-07,-
144,b,23.08,2.5,u,g,ff,ff,0.085,f,f,0,t,g,100,4208,2009-09-12,-
145,b,26.83,0.54,u,g,k,ff,0.0,f,f,0,f,g,100,0,2009-12-28,-
146,b,16.92,0.335,y,p,k,v,0.29,f,f,0,f,s,200,0,2009-12-08,-
147,b,24.42,2.0,u,g,e,dd,0.165,f,t,2,f,g,320,1300,2009-09-21,-
148,b,42.83,1.25,u,g,m,v,13.875,f,t,1,t,g,352,112,2009-06-17,-
149,a,22.75,6.165,u,g,aa,v,0.165,f,f,0,f,g,220,1000,2009-12-05,-
150,b,39.42,1.71,y,p,m,v,0.165,f,f,0,f,s,400,0,2009-07-22,-
151,a,23.58,11.5,y,p,k,h,3.0,f,f,0,t,g,20,16,2009-09-17,-
152,b,21.42,0.75,y,p,r,n,0.75,f,f,0,t,g,132,2,2010-05-05,-
153,b,33,2.5,y,p,w,v,7.0,f,f,0,t,g,280,0,2009-11-14,-
154,b,26.33,13.0,u,g,e,dd,0.0,f,f,0,t,g,140,1110,2009-08-18,-
155,a,45,4.585,u,g,k,h,1.0,f,f,0,t,s,240,0,2010-01-26,-
156,b,26.25,1.54,u,g,w,v,0.125,f,f,0,f,g,100,0,2009-11-18,-
157,?,28.17,0.585,u,g,aa,v,0.04,f,f,0,f,g,260,1004,2010-04-18,-
158,a,20.83,0.5,y,p,e,dd,1.0,f,f,0,f,g,260,0,2009-09-23,-
159,b,28.67,14.5,u,g,d,v,0.125,f,f,0,f,g,0,286,2009-08-11,-
160,b,20.67,0.835,y,p,c,v,2.0,f,f,0,t,s,240,0,2009-07-28,-
161,b,34.42,1.335,u,g,i,bb,0.125,f,f,0,t,g,440,4500,2009-10-06,-
162,b,33.58,0.25,u,g,i,bb,4.0,f,f,0,t,s,420,0,2009-11-27,-
163,b,43.17,5.0,u,g,i,bb,2.25,f,f,0,t,g,141,0,2009-12-31,-
164,a,22.67,7.0,u,g,c,v,0.165,f,f,0,f,g,160,0,2010-03-11,-
165,a,24.33,2.5,y,p,i,bb,4.5,f,f,0,f,g,200,456,2010-01-25,-
166,a,56.83,4.25,y,p,ff,ff,5.0,f,f,0,t,g,0,4,2009-07-02,-
167,b,22.08,11.46,u,g,k,v,1.585,f,f,0,t,g,100,1212,2009-11-30,-
168,b,34,5.5,y,p,c,v,1.5,f,f,0,t,g,60,0,2009-04-07,-
169,b,22.58,1.5,y,p,aa,v,0.54,f,f,0,t,g,120,67,2009-07-20,-
170,b,21.17,0.0,u,g,c,v,0.5,f,f,0,t,s,0,0,2009-12-24,-
171,b,26.67,14.585,u,g,i,bb,0.0,f,f,0,t,g,178,0,2009-06-14,-
172,b,22.92,0.17,u,g,m,v,0.085,f,f,0,f,s,0,0,2010-01-17,-
173,b,15.17,7.0,u,g,e,v,1.0,f,f,0,f,g,600,0,2009-10-15,-
174,b,39.92,5.0,u,g,i,bb,0.21,f,f,0,f,g,550,0,2009-12-31,-
175,b,27.42,12.5,u,g,aa,bb,0.25,f,f,0,t,g,720,0,2010-03-08,-
176,b,24.75,0.54,u,g,m,v,1.0,f,f,0,t,g,120,1,2009-10-20,-
177,b,41.17,1.25,y,p,w,v,0.25,f,f,0,f,g,0,195,2009-11-03,-
178,a,33.08,1.625,u,g,d,v,0.54,f,f,0,t,g,0,0,2009-10-14,-
179,b,29.83,2.04,y,p,x,h,0.04,f,f,0,f,g,128,1,2009-03-28,-
180,a,23.58,0.585,y,p,ff,ff,0.125,f,f,0,f,g,120,87,2009-10-28,-
181,b,26.17,12.5,y,p,k,h,1.25,f,f,0,t,g,0,17,2009-08-23,-
182,b,31,2.085,u,g,c,v,0.085,f,f,0,f,g,300,0,2009-12-17,-
183,b,20.75,5.085,y,p,j,v,0.29,f,f,0,f,g,140,184,2010-04-15,-
184,b,28.92,0.375,u,g,c,v,0.29,f,f,0,f,g,220,140,2009-05-07,-
185,a,51.92,6.5,u,g,i,bb,3.085,f,f,0,t,g,73,0,2009-06-30,-
186,a,22.67,0.335,u,g,q,v,0.75,f,f,0,f,s,160,0,2010-03-09,-
187,b,34,5.085,y,p,i,bb,1.085,f,f,0,t,g,480,0,2009-12-26,-
188,a,69.5,6.0,u,g,ff,ff,0.0,f,f,0,f,s,0,0,2010-03-17,-
189,a,40.33,8.125,y,p,k,v,0.165,f,t,2,f,g,?,18,2009-09-09,-
190,a,19.58,0.665,y,p,c,v,1.0,f,t,1,f,g,2000,2,2009-10-22,-
191,b,16,3.125,u,g,w,v,0.085,f,t,1,f,g,0,6,2009-09-29,-
192,b,17.08,0.25,u,g,q,v,0.335,f,t,4,f,g,160,8,2009-10-01,-
193,b,31.25,2.835,u,g,ff,ff,0.0,f,t,5,f,g,176,146,2009-03-25,-
194,b,25.17,3.0,u,g,c,v,1.25,f,t,1,f,g,0,22,2009-08-30,-
195,a,22.67,0.79,u,g,i,v,0.085,f,f,0,f,g,144,0,2010-03-02,-
196,b,40.58,1.5,u,g,i,bb,0.0,f,f,0,f,s,300,0,2009-05-11,-
197,b,22.25,0.46,u,g,k,v,0.125,f,f,0,t,g,280,55,2010-01-18,-
198,a,22.25,1.25,y,p,ff,ff,3.25,f,f,0,f,g,280,0,2009-12-08,-
199,b,22.5,0.125,y,p,k,v,0.125,f,f,0,f,g,200,70,2009-08-07,-
200,b,23.58,1.79,u,g,c,v,0.54,f,f,0,t,g,136,1,2010-01-17,-
201,b,38.42,0.705,u,g,c,v,0.375,f,t,2,f,g,225,500,2010-04-15,-
202,a,26.58,2.54,y,p,ff,ff,0.0,f,f,0,t,g,180,60,2010-01-14,-
203,b,35,2.5,u,g,i,v,1.0,f,f,0,t,g,210,0,2009-10-26,-
204,b,20.42,1.085,u,g,q,v,1.5,f,f,0,f,g,108,7,2009-11-22,-
205,b,29.42,1.25,u,g,w,v,1.75,f,f,0,f,g,200,0,2010-01-26,-
206,b,26.17,0.835,u,g,cc,v,1.165,f,f,0,f,g,100,0,2009-11-10,-
207,b,33.67,2.165,u,g,c,v,1.5,f,f,0,f,p,120,0,2010-01-23,-
208,b,24.58,1.25,u,g,c,v,0.25,f,f,0,f,g,110,0,2009-07-27,-
209,a,27.67,2.04,u,g,w,v,0.25,f,f,0,t,g,180,50,2009-10-21,-
210,b,37.5,0.835,u,g,e,v,0.04,f,f,0,f,g,120,5,2010-02-28,-
211,b,49.17,2.29,u,g,ff,ff,0.29,f,f,0,f,g,200,3,2009-09-22,-
212,b,33.58,0.335,y,p,cc,v,0.085,f,f,0,f,g,180,0,2009-11-07,-
213,b,51.83,3.0,y,p,ff,ff,1.5,f,f,0,f,g,180,4,2010-02-20,-
214,b,22.92,3.165,y,p,c,v,0.165,f,f,0,f,g,160,1058,2009-09-14,-
215,b,21.83,1.54,u,g,k,v,0.085,f,f,0,t,g,356,0,2009-12-31,-
216,b,25.25,1.0,u,g,aa,v,0.5,f,f,0,f,g,200,0,2009-09-16,-
217,b,58.58,2.71,u,g,c,v,2.415,f,f,0,t,g,320,0,2009-11-25,-
218,b,19,0.0,y,p,ff,ff,0.0,f,t,4,f,g,45,1,2010-01-26,-
219,b,19.58,0.585,u,g,ff,ff,0.0,f,t,3,f,g,350,769,2009-08-02,-
220,a,53.33,0.165,u,g,ff,ff,0.0,f,f,0,t,s,62,27,2010-05-03,-
221,a,27.17,1.25,u,g,ff,ff,0.0,f,t,1,f,g,92,300,2009-03-12,-
222,b,25.92,0.875,u,g,k,v,0.375,f,t,2,t,g,174,3,2010-02-12,-
223,b,23.08,0.0,u,g,k,v,1.0,f,t,11,f,s,0,0,2009-08-29,-
224,b,39.58,5.0,u,g,ff,ff,0.0,f,t,2,f,g,17,1,2010-01-31,-
225,b,30.58,2.71,y,p,m,v,0.125,f,f,0,t,s,80,0,2008-11-27,-
226,b,17.25,3.0,u,g,k,v,0.04,f,f,0,t,g,160,40,2009-10-16,-
227,a,17.67,0.0,y,p,j,ff,0.0,f,f,0,f,g,86,0,2009-06-23,-
228,a,?,11.25,u,g,ff,ff,0.0,f,f,0,f,g,?,5200,2009-10-16,-
229,b,16.5,0.125,u,g,c,v,0.165,f,f,0,f,g,132,0,2009-07-01,-
230,a,27.33,1.665,u,g,ff,ff,0.0,f,f,0,f,g,340,1,2010-05-07,-
231,b,31.25,1.125,u,g,ff,ff,0.0,f,t,1,f,g,96,19,2009-11-15,-
232,b,20,7.0,u,g,c,v,0.5,f,f,0,f,g,0,0,2009-09-12,-
233,b,?,3.0,y,p,i,bb,7.0,f,f,0,f,g,0,1,2010-01-10,-
234,b,39.5,1.625,u,g,c,v,1.5,f,f,0,f,g,0,316,2009-11-18,-
235,b,36.5,4.25,u,g,q,v,3.5,f,f,0,f,g,454,50,2009-10-30,-
236,?,29.75,0.665,u,g,w,v,0.25,f,f,0,t,g,300,0,2009-12-21,-
237,b,52.42,1.5,u,g,d,v,3.75,f,f,0,t,g,0,350,2010-02-03,-
238,b,36.17,18.125,u,g,w,v,0.085,f,f,0,f,g,320,3552,2010-03-23,-
239,b,34.58,0.0,?,?,?,?,0.0,f,f,0,f,p,?,0,2010-04-28,-
240,b,29.67,0.75,y,p,c,v,0.04,f,f,0,f,g,240,0,2009-11-29,-
241,b,36.17,5.5,u,g,i,bb,5.0,f,f,0,f,g,210,687,2010-04-02,-
242,b,25.67,0.29,y,p,c,v,1.5,f,f,0,t,g,160,0,2009-11-07,-
243,a,24.5,2.415,y,p,c,v,0.0,f,f,0,f,g,120,0,2009-12-25,-
244,b,24.08,0.875,u,g,m,v,0.085,f,t,4,f,g,254,1950,2009-12-07,-
245,b,21.92,0.5,u,g,c,v,0.125,f,f,0,f,g,360,0,2009-09-21,-
246,a,36.58,0.29,u,g,ff,ff,0.0,f,t,10,f,g,200,18,2010-01-05,-
247,a,23,1.835,u,g,j,j,0.0,f,t,1,f,g,200,53,2009-07-26,-
248,a,27.58,3.0,u,g,m,v,2.79,f,t,1,t,g,280,10,2010-01-02,-
249,b,31.08,3.085,u,g,c,v,2.5,f,t,2,t,g,160,41,2009-12-11,-
250,a,30.42,1.375,u,g,w,h,0.04,f,t,3,f,g,0,33,2009-09-02,-
251,b,22.08,2.335,u,g,k,v,0.75,f,f,0,f,g,180,0,2010-03-28,-
252,b,16.33,4.085,u,g,i,h,0.415,f,f,0,t,g,120,0,2009-10-13,-
253,a,21.92,11.665,u,g,k,h,0.085,f,f,0,f,g,320,5,2009-07-28,-
254,b,21.08,4.125,y,p,i,h,0.04,f,f,0,f,g,140,100,2010-05-31,-
255,b,17.42,6.5,u,g,i,v,0.125,f,f,0,f,g,60,100,2009-10-28,-
256,b,19.17,4.0,y,p,i,v,1.0,f,f,0,t,g,360,1000,2010-06-20,-
257,b,20.67,0.415,u,g,c,v,0.125,f,f,0,f,g,0,44,2010-02-24,-
258,b,26.75,2.0,u,g,d,v,0.75,f,f,0,t,g,80,0,2009-04-15,-
259,b,23.58,0.835,u,g,i,h,0.085,f,f,0,t,g,220,5,2009-09-20,-
260,b,39.17,2.5,y,p,i,h,10.0,f,f,0,t,s,200,0,2010-02-25,-
261,b,22.75,11.5,u,g,i,v,0.415,f,f,0,f,g,0,0,2009-12-13,-
262,?,26.5,2.71,y,p,?,?,0.085,f,f,0,f,s,80,0,2009-10-24,-
263,a,16.92,0.5,u,g,i,v,0.165,f,t,6,t,g,240,35,2009-08-21,-
264,b,23.5,3.165,y,p,k,v,0.415,f,t,1,t,g,280,80,2009-06-08,-
265,a,17.33,9.5,u,g,aa,v,1.75,f,t,10,t,g,0,10,2009-09-12,-
266,b,23.75,0.415,y,p,c,v,0.04,f,t,2,f,g,128,6,2009-08-09,-
267,b,34.67,1.08,u,g,m,v,1.165,f,f,0,f,s,28,0,2009-07-04,-
268,b,74.83,19.0,y,p,ff,ff,0.04,f,t,2,f,g,0,351,2010-03-04,-
269,b,28.17,0.125,y,p,k,v,0.085,f,f,0,f,g,216,2100,2010-01-02,-
270,b,24.5,13.335,y,p,aa,v,0.04,f,f,0,t,g,120,475,2010-06-15,-
271,b,18.83,3.54,y,p,ff,ff,0.0,f,f,0,t,g,180,1,2010-02-24,-
272,?,45.33,1.0,u,g,q,v,0.125,f,f,0,t,g,263,0,2009-12-04,-
273,a,22.5,8.5,u,g,q,v,1.75,t,t,10,f,g,80,990,2010-01-14,-
274,a,28.58,1.665,u,g,q,v,2.415,t,f,0,t,g,440,0,2010-04-24,-
275,b,45.17,1.5,u,g,c,v,2.5,t,f,0,t,g,140,0,2009-12-27,-
276,b,41.58,1.75,u,g,k,v,0.21,t,f,0,f,g,160,0,2009-10-31,-
277,a,57.08,0.335,u,g,i,bb,1.0,t,f,0,t,g,252,2197,2009-08-07,-
278,a,55.75,7.08,u,g,k,h,6.75,t,t,3,t,g,100,50,2009-11-23,-
279,b,43.25,25.21,u,g,q,h,0.21,t,t,1,f,g,760,90,2009-10-09,-
280,a,25.33,2.085,u,g,c,h,2.75,t,f,0,t,g,360,1,2010-05-06,-
281,a,24.58,0.67,u,g,aa,h,1.75,t,f,0,f,g,400,0,2010-06-16,-
282,b,43.17,2.25,u,g,i,bb,0.75,t,f,0,f,g,560,0,2009-01-06,-
283,b,40.92,0.835,u,g,ff,ff,0.0,t,f,0,f,g,130,1,2010-03-19,-
284,b,31.83,2.5,u,g,aa,v,7.5,t,f,0,t,g,523,0,2009-10-03,-
285,a,33.92,1.585,y,p,ff,ff,0.0,t,f,0,f,g,320,0,2009-05-20,-
286,a,24.92,1.25,u,g,ff,ff,0.0,t,f,0,f,g,80,0,2009-08-12,-
287,b,35.25,3.165,u,g,x,h,3.75,t,f,0,t,g,680,0,2009-08-27,-
288,b,34.25,1.75,u,g,w,bb,0.25,t,f,0,t,g,163,0,2009-05-28,-
289,b,80.25,5.5,u,g,?,?,0.54,t,f,0,f,g,0,340,2009-09-10,-
290,b,19.42,1.5,y,p,cc,v,2.0,t,f,0,t,g,100,20,2010-01-29,-
291,b,42.75,3.0,u,g,i,bb,1.0,t,f,0,f,g,0,200,2009-09-16,-
292,b,19.67,10.0,y,p,k,h,0.835,t,f,0,t,g,140,0,2009-10-19,-
293,b,36.33,3.79,u,g,w,v,1.165,t,f,0,t,g,200,0,2010-04-18,-
294,b,30.08,1.04,y,p,i,bb,0.5,t,t,10,t,g,132,28,2010-03-15,-
