gender,match,samerace,dec_o,dec,estimated_int_corr,estimated_age_o,estimated_race_o,estimated_attr_o,estimated_sinc_o,estimated_intel_o,estimated_fun_o,estimated_amb_o,estimated_shar_o,estimated_like_o,estimated_age,estimated_field_cd,estimated_race,estimated_attr,estimated_sinc,estimated_intel,estimated_fun,estimated_amb,estimated_shar,estimated_like,estimated_prob,diff_age,diff_attr,diff_sinc,diff_intel,diff_fun,diff_amb,diff_shar,diff_like
0,1,1,1,1,0.08,23.0,2.0,6.0,8.0,6.0,8.0,10.0,10.0,7.0,21.0,1.0,2.0,8.0,5.0,5.0,7.0,7.0,9.0,8.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
0,0,0,0,0,-0.16,24.0,3.0,5.0,9.0,9.0,7.0,9.0,5.0,5.0,21.0,1.0,2.0,6.0,7.0,7.0,5.0,4.0,8.0,7.0,4.0,3.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0
0,0,1,0,1,0.06,25.0,2.0,5.0,8.0,7.0,7.0,7.0,7.0,6.0,21.0,1.0,2.0,5.0,6.0,7.0,5.0,7.0,8.0,7.0,3.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
0,0,1,0,1,-0.05,30.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,21.0,1.0,2.0,6.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,9.0,4.0,3.0,4.0,1.0,0.0,3.0,3.0
0,0,1,0,1,0.07,27.0,2.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,21.0,1.0,2.0,5.0,5.0,7.0,6.0,7.0,5.0,6.0,4.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
0,1,1,1,1,-0.13,28.0,2.0,5.0,9.0,9.0,9.0,9.0,6.0,7.0,21.0,1.0,2.0,7.0,5.0,7.0,8.0,7.0,9.0,9.0,4.0,7.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0
0,0,1,0,1,-0.06,24.0,2.0,3.0,10.0,7.0,7.0,10.0,5.0,4.0,21.0,1.0,2.0,9.0,6.0,7.0,9.0,6.0,5.0,10.0,3.0,3.0,6.0,4.0,0.0,2.0,4.0,0.0,6.0
0,0,0,0,1,0.33,27.0,2.0,7.0,9.0,8.0,9.0,8.0,4.0,7.0,23.0,1.0,4.0,6.0,9.0,7.0,6.0,7.0,6.0,6.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0
0,0,0,0,1,0.37,22.0,2.0,6.0,8.0,10.0,6.0,7.0,6.0,7.0,23.0,1.0,4.0,6.0,9.0,9.0,6.0,8.0,2.0,7.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
0,0,1,1,0,-0.51,22.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,23.0,1.0,4.0,4.0,7.0,9.0,4.0,3.0,2.0,6.0,2.0,1.0,6.0,3.0,1.0,6.0,7.0,8.0,4.0
0,1,0,1,1,0.12,23.0,2.0,6.0,8.0,8.0,7.0,9.0,8.0,7.0,23.0,1.0,4.0,8.0,6.0,7.0,8.0,2.0,8.0,9.0,4.0,0.0,2.0,2.0,1.0,1.0,7.0,0.0,2.0
0,0,0,1,0,0.35,24.0,3.0,9.0,7.0,9.0,7.0,9.0,6.0,9.0,23.0,1.0,4.0,5.0,4.0,8.0,8.0,4.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,5.0,4.0,5.0
0,0,0,1,0,0.19,25.0,2.0,6.0,6.0,8.0,8.0,8.0,7.0,6.0,23.0,1.0,4.0,3.0,7.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,7.0,7.0,6.0,4.0
0,0,0,0,1,0.47,30.0,2.0,5.0,6.0,8.0,4.0,5.0,4.0,3.0,23.0,1.0,4.0,8.0,8.0,8.0,8.0,3.0,4.0,8.0,7.0,7.0,3.0,2.0,0.0,4.0,2.0,0.0,5.0
0,0,0,0,0,0.03,27.0,2.0,6.0,7.0,8.0,7.0,8.0,5.0,7.0,23.0,1.0,4.0,4.0,8.0,9.0,2.0,8.0,3.0,5.0,5.0,4.0,2.0,1.0,1.0,5.0,0.0,2.0,2.0
0,1,0,1,1,0.46,28.0,2.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,23.0,1.0,4.0,7.0,6.0,8.0,8.0,6.0,9.0,9.0,6.0,5.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0
0,0,0,0,1,0.43,24.0,2.0,7.0,10.0,10.0,6.0,10.0,7.0,6.0,23.0,1.0,4.0,8.0,9.0,9.0,9.0,10.0,7.0,9.0,8.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0
0,0,0,0,0,0.19,27.0,2.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,22.0,1.0,4.0,4.0,8.0,8.0,5.0,7.0,4.0,7.0,4.0,5.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0
0,0,0,1,0,0.21,22.0,2.0,7.0,9.0,10.0,6.0,6.0,5.0,8.0,22.0,1.0,4.0,6.0,6.0,8.0,4.0,9.0,4.0,7.0,3.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0
0,0,1,1,0,0.52,22.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,22.0,1.0,4.0,3.0,6.0,8.0,7.0,8.0,8.0,7.0,8.0,0.0,7.0,4.0,2.0,3.0,2.0,2.0,3.0
0,1,0,1,1,-0.46,23.0,2.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,22.0,1.0,4.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,6.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0
0,0,0,1,0,-0.27,24.0,3.0,8.0,7.0,9.0,6.0,9.0,5.0,8.0,22.0,1.0,4.0,4.0,7.0,7.0,4.0,8.0,5.0,5.0,6.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,3.0
0,0,0,1,0,0.59,25.0,2.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,22.0,1.0,4.0,4.0,8.0,7.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,0.0,1.0,2.0,1.0,2.0,2.0
0,0,0,0,1,0.31,30.0,2.0,7.0,6.0,5.0,4.0,4.0,3.0,5.0,22.0,1.0,4.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,0.0,1.0,3.0,3.0,3.0,4.0,3.0
0,0,0,1,0,0.08,27.0,2.0,8.0,7.0,6.0,7.0,7.0,5.0,7.0,22.0,1.0,4.0,5.0,7.0,8.0,5.0,9.0,5.0,5.0,7.0,5.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0
0,1,0,1,1,-0.34,28.0,2.0,9.0,7.0,9.0,9.0,9.0,10.0,9.0,22.0,1.0,4.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0
0,0,0,0,1,-0.16,24.0,2.0,7.0,6.0,8.0,6.0,8.0,7.0,7.0,22.0,1.0,4.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0,0,1,0,1,-0.03,27.0,2.0,8.0,7.0,6.0,6.0,6.0,5.0,7.0,25.0,13.0,2.0,5.0,8.0,7.0,4.0,7.0,5.0,4.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0
0,1,1,1,1,-0.11,22.0,2.0,8.0,8.0,10.0,7.0,6.0,5.0,9.0,25.0,13.0,2.0,8.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,3.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0
0,1,0,1,1,0.42,22.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,25.0,13.0,2.0,5.0,8.0,8.0,6.0,7.0,7.0,5.0,5.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,5.0
0,1,1,1,1,-0.4,23.0,2.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,25.0,13.0,2.0,8.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0
0,1,0,1,1,-0.23,24.0,3.0,9.0,9.0,8.0,9.0,6.77840909091,7.0,9.0,25.0,13.0,2.0,6.0,8.0,8.0,5.0,6.0,7.0,6.0,5.0,1.0,3.0,1.0,0.0,4.0,0.778409090909,0.0,3.0
0,1,1,1,1,0.28,25.0,2.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,25.0,13.0,2.0,6.0,8.0,8.0,5.0,6.0,7.0,6.0,5.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0
0,0,1,0,1,0.05,30.0,2.0,6.0,4.0,7.0,5.0,6.0,4.0,4.0,25.0,13.0,2.0,6.0,7.0,8.0,5.0,7.0,7.0,6.0,6.0,5.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0
0,1,1,1,1,0.17,27.0,2.0,9.0,8.0,8.0,8.0,7.0,5.0,7.0,25.0,13.0,2.0,5.0,6.0,7.0,4.0,5.0,6.0,5.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0
0,1,1,1,1,-0.47,28.0,2.0,8.0,7.0,8.0,10.0,8.0,10.0,8.0,25.0,13.0,2.0,8.0,8.0,5.0,9.0,8.0,9.0,7.0,10.0,3.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0
0,1,1,1,1,-0.21,24.0,2.0,8.0,10.0,9.0,9.0,8.0,8.0,8.0,25.0,13.0,2.0,7.0,6.0,8.0,7.0,9.0,8.0,8.0,7.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0
0,0,0,0,1,0.19,27.0,2.0,6.0,8.0,7.0,8.0,7.0,5.0,6.0,26.0,13.0,6.0,8.0,10.0,9.0,8.0,7.0,6.0,5.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0
0,1,0,1,1,0.03,22.0,2.0,8.0,8.0,10.0,7.0,6.0,5.0,8.0,26.0,13.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,4.0,2.0,2.0,0.0,3.0,4.0,5.0,2.0
0,1,0,1,1,0.68,22.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,26.0,13.0,6.0,5.0,10.0,10.0,6.0,6.0,6.0,8.0,5.0,4.0,5.0,0.0,0.0,4.0,4.0,4.0,2.0
0,1,0,1,1,-0.26,23.0,2.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,26.0,13.0,6.0,10.0,9.0,8.0,8.0,7.0,7.0,7.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0
0,1,0,1,1,-0.01,24.0,3.0,7.0,9.0,8.0,9.0,7.0,7.0,7.0,26.0,13.0,6.0,5.0,10.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0
0,1,0,1,1,0.42,25.0,2.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0,26.0,13.0,6.0,8.0,9.0,9.0,7.0,6.0,5.0,6.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0
0,1,0,1,1,0.21,30.0,2.0,8.0,6.0,7.0,8.0,6.0,5.0,8.0,26.0,13.0,6.0,6.0,8.0,9.0,6.0,6.0,6.0,7.0,5.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
0,0,0,0,1,0.1,27.0,2.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,26.0,13.0,6.0,6.0,7.0,8.0,7.0,9.0,6.0,7.0,5.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0
0,1,0,1,1,-0.35,28.0,2.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,26.0,13.0,6.0,8.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0,0,0,1,-0.23,24.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,26.0,13.0,6.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0
0,0,1,0,0,0.3,27.0,2.0,7.0,8.0,7.0,8.0,6.0,5.0,6.0,26.0,13.0,2.0,6.0,10.0,10.0,6.0,6.0,5.47455888387,6.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,0.474558883874,0.0
0,0,1,0,0,0.65,22.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,5.47455888387,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.47455888387,0.0
0,1,0,1,1,-0.15,22.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,26.0,13.0,2.0,6.0,10.0,10.0,10.0,6.0,5.47455888387,7.0,6.0,4.0,4.0,0.0,0.0,0.0,4.0,4.52544111613,3.0
0,0,1,1,0,0.17,23.0,2.0,7.0,8.0,7.0,9.0,8.0,8.0,7.0,26.0,13.0,2.0,10.0,10.0,10.0,10.0,10.0,5.47455888387,10.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.52544111613,3.0
0,0,0,1,0,0.24,24.0,3.0,6.0,9.0,9.0,7.0,8.0,5.47486989866,6.0,26.0,13.0,2.0,5.0,7.0,7.0,7.0,7.0,5.47455888387,6.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.000311014784287,0.0
0,0,1,0,0,0.15,25.0,2.0,6.19041146216,8.0,7.0,7.0,7.0,7.0,6.0,26.0,13.0,2.0,5.0,10.0,6.0,4.0,6.0,5.47455888387,6.0,1.0,1.0,1.19041146216,2.0,1.0,3.0,1.0,1.52544111613,0.0
0,0,1,0,1,0.41,30.0,2.0,7.0,7.0,4.0,3.0,4.0,4.0,3.0,26.0,13.0,2.0,5.0,10.0,8.0,6.0,9.0,5.47455888387,7.0,1.0,4.0,2.0,3.0,4.0,3.0,5.0,1.47455888387,4.0
0,0,1,0,0,0.07,27.0,2.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,26.0,13.0,2.0,5.0,6.0,6.0,4.0,5.0,5.47455888387,5.0,5.0,1.0,1.0,0.0,0.0,2.0,1.0,0.474558883874,2.0
0,1,1,1,1,0.49,28.0,2.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,26.0,13.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0
0,0,1,0,1,0.08,24.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,26.0,13.0,2.0,9.0,9.0,8.0,10.0,8.0,8.0,9.0,10.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0
1,0,0,1,0,0.14,21.0,4.0,6.0,9.0,7.0,7.0,6.0,5.0,7.0,27.0,8.0,2.0,6.0,8.0,8.0,8.0,8.0,6.0,7.0,4.0,6.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0
1,0,1,0,0,0.29,24.0,2.0,5.0,7.0,8.0,4.0,6.0,3.0,6.0,27.0,8.0,2.0,8.0,7.0,6.0,9.0,7.0,4.0,7.0,2.0,3.0,3.0,0.0,2.0,5.0,1.0,1.0,1.0
1,0,1,0,0,-0.24,25.0,2.0,7.0,9.0,10.0,7.0,8.0,9.0,8.0,27.0,8.0,2.0,7.0,8.0,6.0,5.0,8.0,4.0,5.0,2.0,2.0,0.0,1.0,4.0,2.0,0.0,5.0,3.0
1,0,1,0,0,-0.18,23.0,2.0,4.0,10.0,8.0,5.0,8.0,7.0,6.0,27.0,8.0,2.0,6.0,7.0,8.0,7.0,7.0,5.0,6.0,3.0,4.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0
1,0,1,0,0,-0.43,21.0,2.0,5.0,8.0,8.0,2.0,2.0,2.0,7.0,27.0,8.0,2.0,6.0,8.0,8.0,8.0,7.0,6.0,6.0,5.0,6.0,1.0,0.0,0.0,6.0,5.0,4.0,1.0
1,0,0,1,0,0.33,23.0,4.0,6.0,9.0,7.0,6.0,7.0,6.0,6.0,27.0,8.0,2.0,7.0,9.0,8.0,9.0,8.0,4.0,7.0,4.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0
