customerid,timestamp,eventtype
6171,1340244325,login
4835,1340248050,login
5242,1340248128,login
597,1340253354,login
9510,1340259655,login
746,1340261715,login
1274,1340264256,login
9223,1340274985,login
2583,1340288115,login
2747,1340290916,login
728,1340294676,login
11764,1340300427,login
8146,1340312523,login
1693,1340315913,login
4189,1340320163,login
10846,1340332483,login
4835,1340334450,login
11267,1340344731,login
4309,1340352247,login
9728,1340354207,login
10637,1340364612,login
2973,1340364847,login
7536,1340365158,login
801,1340368484,login
9402,1340371437,login
8259,1340377484,login
10060,1340383289,login
5297,1340386329,login
6370,1340396393,login
1693,1340402313,login
8279,1340408885,login
3514,1340411327,login
6965,1340416748,login
2527,1340419504,login
7667,1340422983,login
2302,1340425718,login
643,1340428386,login
9026,1340430481,login
4976,1340432931,login
510,1340447234,login
7753,1340447770,login
50,1340449328,login
10505,1340461187,login
5369,1340462237,login
4031,1340466540,login
960,1340467026,login
11083,1340472361,login
4118,1340474757,login
9439,1340508128,login
2998,1340509592,login
1274,1340523456,login
4019,1340526530,login
1479,1340535411,login
9312,1340538592,login
4582,1340545782,login
10505,1340547587,login
1811,1340554171,login
8029,1340554558,login
2229,1340558355,login
5297,1340559129,login
5748,1340562632,login
6424,1340570852,login
1693,1340575113,login
2269,1340577477,login
1525,1340579418,login
7590,1340585473,login
6171,1340589925,login
1114,1340594693,login
3789,1340599917,login
10639,1340617169,login
11144,1340619231,login
9402,1340630637,login
8280,1340631582,login
11220,1340632565,login
8043,1340632711,login
10670,1340633400,login
3307,1340643149,login
5297,1340645529,login
10368,1340649693,login
2915,1340653524,login
8140,1340655283,login
2238,1340656361,login
906,1340664592,login
1525,1340665818,login
1484,1340675804,login
3192,1340675899,login
5757,1340683952,login
4584,1340692628,login
3933,1340693909,login
10639,1340703569,login
9312,1340711392,login
4031,1340725740,login
5609,1340732540,login
11398,1340737190,login
565,1340738329,login
7941,1340739614,login
10767,1340751153,login
6171,1340762725,login
1280,1340765485,login
3510,1340769149,login
2126,1340772935,login
8792,1340773496,login
2714,1340777361,login
6706,1340777952,login
7299,1340785516,login
4957,1340788916,login
3742,1340790596,login
4824,1340791064,login
1217,1340795969,login
4923,1340796019,login
9312,1340797792,login
8034,1340798929,login
9402,1340803437,login
6039,1340805141,login
3623,1340807673,login
6978,1340810752,login
9872,1340810907,login
3077,1340822356,login
2962,1340823905,login
7941,1340826014,login
9345,1340829305,login
6851,1340830355,login
10869,1340843015,login
6028,1340845100,login
6965,1340848748,login
2423,1340862559,login
9083,1340870111,login
4824,1340877464,login
1807,1340883046,login
5644,1340892439,login
78,1340904999,login
5131,1340908457,login
3077,1340908756,login
8925,1340910306,login
912,1340910933,login
4277,1340923388,login
7119,1340927257,login
6171,1340935525,login
4835,1340939250,login
3411,1340941261,login
7529,1340947142,login
7842,1340954709,login
706,1340968143,login
5153,1340976463,login
7173,1340978708,login
1975,1340980013,login
4533,1340985744,login
11160,1340992356,login
4839,1340996936,login
10386,1340997476,login
8068,1341000155,login
11133,1341001170,login
5348,1341009574,login
11350,1341021814,login
1280,1341024685,login
1646,1341026778,login
3411,1341027661,login
7110,1341029749,login
2126,1341032135,login
7529,1341033542,login
7170,1341037431,login
7023,1341045750,login
69,1341051318,login
2994,1341054090,login
1738,1341057006,login
3940,1341057815,login
5040,1341065475,login
5723,1341070037,login
4551,1341071966,login
9509,1341072541,login
11674,1341075651,login
5609,1341078140,login
4839,1341083336,login
143,1341097017,login
11986,1341104534,login
9919,1341107322,login
7716,1341113060,login
3345,1341113393,login
11335,1341131996,login
8643,1341133681,login
2920,1341135831,login
9764,1341136095,login
5153,1341149263,login
8280,1341149982,login
3623,1341153273,login
6978,1341156352,login
2568,1341161094,login
9006,1341171690,login
6370,1341173993,login
6851,1341175955,login
593,1341179500,login
9292,1341189897,login
842,1341190264,login
1280,1341197485,login
9324,1341203835,login
9510,1341210055,login
5386,1341216122,login
5213,1341217185,login
69,1341224118,login
3227,1341224395,login
7991,1341224881,login
11756,1341233981,login
2765,1341234686,login
5627,1341235759,login
8280,1341236382,login
3623,1341239673,login
4031,1341244140,login
3077,1341254356,login
6405,1341261770,login
1693,1341266313,login
1797,1341266872,login
10869,1341275015,login
8060,1341283450,login
4835,1341284850,login
4824,1341309464,login
69,1341310518,login
8259,1341327884,login
1481,1341328306,login
11083,1341336361,login
5297,1341336729,login
1693,1341352713,login
9596,1341358597,login
9281,1341384415,login
4596,1341390276,login
3383,1341400090,login
8034,1341403729,login
9402,1341408237,login
6208,1341410481,login
3623,1341412473,login
6978,1341415552,login
5723,1341415637,login
9294,1341418331,login
8029,1341418558,login
853,1341436940,login
6202,1341446338,login
197,1341447991,login
3514,1341448127,login
3559,1341448842,login
7590,1341449473,login
2045,1341456446,login
1280,1341456685,login
4835,1341457650,login
9434,1341461862,login
2106,1341463696,login
9685,1341465757,login
1600,1341466782,login
2078,1341469174,login
9510,1341469255,login
10879,1341481816,login
7120,1341488664,login
5739,1341495992,login
2583,1341497715,login
728,1341504276,login
8887,1341506442,login
5297,1341509529,login
7941,1341517214,login
5600,1341521610,login
8310,1341522623,login
1525,1341529818,login
7538,1341530954,login
6805,1341532245,login
3294,1341533070,login
7590,1341535873,login
11495,1341536607,login
1600,1341553182,login
9510,1341555655,login
69,1341569718,login
6506,1341572090,login
9312,1341575392,login
4242,1341579608,login
6886,1341582376,login
6978,1341588352,login
5723,1341588437,login
2568,1341593094,login
5297,1341595929,login
7437,1341607983,login
3642,1341611948,login
8565,1341619544,login
7590,1341622273,login
6965,1341626348,login
3411,1341632461,login
5480,1341633848,login
7529,1341638342,login
2958,1341638633,login
2078,1341641974,login
69,1341656118,login
510,1341656834,login
9481,1341657376,login
50,1341658928,login
9312,1341661792,login
4076,1341662328,login
11450,1341665960,login
3428,1341676056,login
4908,1341683673,login
3663,1341685289,login
11133,1341692370,login
6370,1341692393,login
197,1341707191,login
7375,1341708064,login
7107,1341712307,login
4110,1341717477,login
7529,1341724742,login
11267,1341727131,login
2078,1341728374,login
4034,1341733218,login
8553,1341739708,login
5202,1341739897,login
8708,1341741811,login
4582,1341755382,login
3623,1341758073,login
6978,1341761152,login
2568,1341765894,login
11764,1341769227,login
6143,1341774686,login
3030,1341780317,login
1693,1341784713,login
4269,1341786976,login
197,1341793591,login
690,1341794281,login
7590,1341795073,login
9449,1341797217,login
6171,1341799525,login
7393,1341802514,login
2998,1341805592,login
7529,1341811142,login
7076,1341814195,login
1266,1341822111,login
69,1341828918,login
510,1341829634,login
9312,1341834592,login
436,1341847425,login
4908,1341856473,login
1339,1341863791,login
8692,1341864477,login
9345,1341866105,login
5600,1341867210,login
906,1341874192,login
6171,1341885925,login
7529,1341897542,login
5721,1341903149,login
11626,1341906787,login
273,1341907849,login
5240,1341910618,login
1697,1341915329,login
7991,1341916081,login
2583,1341929715,login
8259,1341932684,login
11083,1341941161,login
3600,1341947637,login
7941,1341949214,login
6312,1341949650,login
906,1341960592,login
1280,1341975085,login
11571,1341977186,login
4622,1341983828,login
11700,1341986017,login
2380,1341986397,login
1274,1341992256,login
10764,1341993559,login
1972,1341996789,login
5240,1341997018,login
8553,1341998908,login
11144,1342001631,login
510,1342002434,login
7991,1342002481,login
4186,1342003916,login
1442,1342015207,login
7479,1342015923,login
8259,1342019084,login
11447,1342023746,login
2568,1342025094,login
11764,1342028427,login
9001,1342030810,login
465,1342038644,login
9345,1342038905,login
3568,1342041243,login
6882,1342046084,login
5378,1342049306,login
5151,1342049675,login
3514,1342052927,login
10778,1342053795,login
7590,1342054273,login
3175,1342054391,login
8207,1342054776,login
1280,1342061485,login
11376,1342063201,login
7529,1342070342,login
2380,1342072797,login
2714,1342073361,login
1864,1342086357,login
510,1342088834,login
4924,1342088904,login
7027,1342102977,login
3560,1342102982,login
10687,1342103204,login
8259,1342105484,login
6978,1342106752,login
5723,1342106837,login
728,1342109076,login
10511,1342112302,login
11083,1342113961,login
8068,1342123355,login
1448,1342124169,login
5600,1342126410,login
1441,1342145556,login
4276,1342145962,login
1280,1342147885,login
4835,1342148850,login
7529,1342156742,login
8623,1342156943,login
2078,1342160374,login
6189,1342163759,login
9286,1342166424,login
8171,1342173077,login
8034,1342181329,login
6258,1342183432,login
5153,1342186063,login
3623,1342190073,login
2747,1342191716,login
6978,1342193152,login
1356,1342195437,login
5297,1342200729,login
5609,1342201340,login
5047,1342201857,login
4839,1342206536,login
3687,1342212680,login
8477,1342221829,login
11011,1342240833,login
5250,1342242734,login
7529,1342243142,login
7170,1342247031,login
510,1342261634,login
50,1342263728,login
3876,1342266484,login
3623,1342276473,login
6978,1342279552,login
9349,1342281119,login
5297,1342287129,login
1339,1342295791,login
2632,1342297345,login
8679,1342298386,login
7437,1342299183,login
10954,1342301575,login
1452,1342305578,login
3514,1342312127,login
3784,1342312762,login
2128,1342312970,login
1280,1342320685,login
7529,1342329542,login
1600,1342330782,login
11774,1342346469,login
69,1342347318,login
510,1342348034,login
7991,1342348081,login
50,1342350128,login
850,1342353685,login
5939,1342355918,login
5153,1342358863,login
2583,1342361715,login
8259,1342364684,login
6978,1342365952,login
2316,1342368159,login
2568,1342370694,login
11764,1342374027,login
5609,1342374140,login
6799,1342379911,login
2915,1342381524,login
1339,1342382191,login
9345,1342384505,login
9101,1342396426,login
2431,1342397741,login
10770,1342397972,login
3886,1342402582,login
7107,1342403507,login
3155,1342403603,login
6965,1342403948,login
9764,1342432095,login
4186,1342435916,login
8034,1342440529,login
5939,1342442318,login
11450,1342443560,login
9402,1342445037,login
2583,1342448115,login
11186,1342449029,login
9349,1342453919,login
4022,1342462291,login
2915,1342467924,login
7572,1342471257,login
9498,1342472449,login
1693,1342475913,login
1155,1342478048,login
4269,1342478176,login
906,1342478992,login
2474,1342480470,login
7375,1342485664,login
7590,1342486273,login
2436,1342494360,login
11911,1342496091,login
2998,1342496792,login
7529,1342502342,login
9312,1342525792,login
6890,1342531053,login
5739,1342532792,login
6978,1342538752,login
728,1342541076,login
2915,1342554324,login
3331,1342557574,login
906,1342565392,login
9063,1342566168,login
8851,1342568879,login
7590,1342572673,login
9589,1342583079,login
9434,1342585062,login
69,1342606518,login
7991,1342607281,login
6506,1342608890,login
6914,1342615798,login
9402,1342617837,login
4582,1342619382,login
10505,1342621187,login
5783,1342621222,login
6978,1342625152,login
5723,1342625237,login
2517,1342625553,login
2318,1342626943,login
5609,1342633340,login
8068,1342641755,login
7572,1342644057,login
3477,1342644116,login
1155,1342650848,login
4269,1342650976,login
906,1342651792,login
1525,1342653018,login
7590,1342659073,login
2622,1342659596,login
9601,1342665615,login
4835,1342667250,login
9434,1342671462,login
5793,1342675769,login
9510,1342678855,login
2787,1342687539,login
1864,1342691157,login
4824,1342691864,login
69,1342692918,login
4243,1342694431,login
5939,1342701518,login
11195,1342701878,login
5153,1342704463,login
8259,1342710284,login
5723,1342711637,login
3780,1342711791,login
6032,1342712026,login
1339,1342727791,login
1381,1342728984,login
11456,1342730035,login
10184,1342735229,login
8399,1342740698,login
7107,1342749107,login
3958,1342751063,login
6664,1342751332,login
5079,1342760359,login
7529,1342761542,login
10791,1342763287,login
5880,1342763345,login
2380,1342763997,login
5721,1342767149,login
4654,1342773798,login
969,1342776947,login
6050,1342778786,login
69,1342779318,login
510,1342780034,login
7536,1342784358,login
5939,1342787918,login
4582,1342792182,login
6978,1342797952,login
9661,1342798463,login
5297,1342805529,login
4022,1342807891,login
10368,1342809693,login
3331,1342816774,login
7792,1342821215,login
3770,1342822500,login
8426,1342823471,login
55,1342825226,login
1525,1342825818,login
5378,1342826906,login
7538,1342826954,login
2042,1342829464,login
7091,1342829801,login
7375,1342831264,login
2621,1342838109,login
9434,1342844262,login
7529,1342847942,login
2380,1342850397,login
7023,1342860150,login
9764,1342864095,login
6050,1342865186,login
510,1342866434,login
7120,1342871064,login
4582,1342878582,login
11186,1342881029,login
3623,1342881273,login
4022,1342894291,login
3944,1342899793,login
11133,1342901970,login
1155,1342910048,login
1525,1342912218,login
4638,1342914280,login
197,1342916791,login
3514,1342916927,login
6965,1342922348,login
10565,1342922425,login
8510,1342923658,login
573,1342933225,login
9728,1342946207,login
1230,1342949375,login
2920,1342950231,login
8708,1342951411,login
6050,1342951586,login
7991,1342952881,login
4582,1342964982,login
8043,1342965511,login
1321,1342968360,login
8259,1342969484,login
3428,1342972056,login
728,1342973076,login
1844,1342983396,login
11704,1342985304,login
3337,1342985783,login
8068,1342987355,login
7572,1342989657,login
4269,1342996576,login
11517,1343000355,login
1226,1343002489,login
197,1343003191,login
7590,1343004673,login
11721,1343005029,login
6965,1343008748,login
2147,1343008814,login
3411,1343014861,login
7529,1343020742,login
7791,1343020826,login
1873,1343021520,login
11267,1343023131,login
6050,1343037986,login
510,1343039234,login
7991,1343039281,login
10953,1343045747,login
5939,1343047118,login
9402,1343049837,login
3623,1343054073,login
6978,1343057152,login
1811,1343059771,login
11083,1343064361,login
1844,1343069796,login
2017,1343071429,login
6370,1343074793,login
7572,1343076057,login
5600,1343076810,login
1441,1343095956,login
445,1343100387,login
9434,1343103462,login
7529,1343107142,login
11267,1343109531,login
11734,1343109714,login
451,1343114460,login
3984,1343115606,login
7254,1343118361,login
5240,1343120218,login
9769,1343120701,login
10639,1343122769,login
6050,1343124386,login
69,1343124918,login
9187,1343125428,login
9481,1343126176,login
50,1343127728,login
1931,1343135264,login
3261,1343135962,login
9402,1343136237,login
1830,1343138858,login
2583,1343139315,login
3623,1343140473,login
2927,1343141912,login
8259,1343142284,login
11169,1343144692,login
728,1343145876,login
1811,1343146171,login
6754,1343146851,login
8850,1343147588,login
11083,1343150761,login
7410,1343158867,login
2967,1343161209,login
7437,1343163183,login
5600,1343163210,login
10765,1343163231,login
220,1343164060,login
4767,1343166350,login
3839,1343168157,login
7917,1343170255,login
4885,1343171533,login
2474,1343171670,login
3124,1343171755,login
6171,1343181925,login
1441,1343182356,login
2139,1343190525,login
5466,1343191268,login
1308,1343196142,login
6050,1343210786,login
69,1343211318,login
510,1343212034,login
7991,1343212081,login
5939,1343219918,login
7027,1343226177,login
8259,1343228684,login
1481,1343229106,login
6978,1343229952,login
4612,1343230832,login
4757,1343232056,login
7778,1343232726,login
4476,1343233255,login
4742,1343235003,login
7641,1343239707,login
7630,1343241050,login
3046,1343241595,login
1887,1343242063,login
5401,1343244920,login
7572,1343248857,login
1525,1343257818,login
10770,1343261972,login
197,1343262391,login
8768,1343268004,login
6171,1343268325,login
4835,1343272050,login
4934,1343272089,login
1899,1343272092,login
3411,1343274061,login
7529,1343279942,login
11267,1343282331,login
746,1343285715,login
1462,1343286106,login
3641,1343294475,login
8708,1343297011,login
8554,1343297151,login
510,1343298434,login
11186,1343313029,login
3623,1343313273,login
6978,1343316352,login
728,1343318676,login
11083,1343323561,login
5609,1343324540,login
9345,1343334905,login
8426,1343341871,login
906,1343342992,login
11770,1343353122,login
9601,1343356815,login
1600,1343367582,login
9510,1343370055,login
4643,1343374248,login
4946,1343386889,login
8034,1343390929,login
5939,1343392718,login
10572,1343396981,login
8259,1343401484,login
6647,1343402551,login
6978,1343402752,login
2316,1343404959,login
2568,1343407494,login
11083,1343409961,login
5609,1343410940,login
10368,1343414493,login
7345,1343415986,login
3600,1343416437,login
8068,1343419355,login
7995,1343421901,login
6851,1343422355,login
1453,1343424885,login
9272,1343429298,login
7590,1343436673,login
1069,1343440891,login
4354,1343442631,login
5742,1343450199,login
7529,1343452742,login
3717,1343455993,login
9510,1343456455,login
9039,1343458592,login
1274,1343461056,login
3342,1343463074,login
4529,1343463990,login
3641,1343467275,login
69,1343470518,login
8034,1343477329,login
6212,1343477481,login
5939,1343479118,login
7351,1343479588,login
9265,1343486870,login
6978,1343489152,login
7778,1343491926,login
11160,1343497956,login
4839,1343502536,login
6370,1343506793,login
6612,1343510413,login
3212,1343513309,login
1155,1343514848,login
5378,1343518106,login
10055,1343523274,login
8405,1343526470,login
11532,1343530550,login
445,1343532387,login
9434,1343535462,login
4622,1343539028,login
9781,1343541107,login
5240,1343552218,login
3822,1343553176,login
3641,1343553675,login
8553,1343554108,login
8708,1343556211,login
69,1343556918,login
9532,1343560144,login
8377,1343561339,login
5939,1343565518,login
9402,1343568237,login
5369,1343572637,login
1321,1343573160,login
8259,1343574284,login
4612,1343576432,login
9349,1343577119,login
1811,1343578171,login
7641,1343585307,login
4183,1343587275,login
8068,1343592155,login
7792,1343598815,login
5151,1343604875,login
2042,1343607064,login
5705,1343608508,login
10318,1343609384,login
10422,1343610695,login
7205,1343613463,login
6965,1343613548,login
6171,1343613925,login
6664,1343615332,login
7296,1343621097,login
5914,1343621611,login
3689,1343622379,login
9777,1343627402,login
7023,1343637750,login
8553,1343640508,login
69,1343643318,login
510,1343644034,login
5659,1343646055,login
7173,1343657108,login
6978,1343661952,login
11083,1343669161,login
8068,1343678555,login
5022,1343685054,login
2474,1343690070,login
2393,1343694061,login
7290,1343694413,login
7590,1343695873,login
2622,1343696396,login
7205,1343699863,login
6171,1343700325,login
5721,1343717549,login
9083,1343721311,login
8708,1343729011,login
11144,1343729631,login
1479,1343732211,login
10050,1343735019,login
9312,1343735392,login
7187,1343735590,login
850,1343736085,login
3233,1343737019,login
6978,1343748352,login
3428,1343749656,login
2316,1343750559,login
1811,1343750971,login
4022,1343758291,login
912,1343762133,login
8856,1343763717,login
2915,1343763924,login
8068,1343764955,login
7995,1343767501,login
5600,1343768010,login
11650,1343769751,login
4303,1343770579,login
9726,1343772687,login
1055,1343774660,login
906,1343774992,login
5378,1343777306,login
10770,1343780372,login
197,1343780791,login
7590,1343782273,login
3992,1343785267,login
7107,1343785907,login
2509,1343788954,login
4934,1343790489,login
7529,1343798342,login
9510,1343802055,login
3641,1343812875,login
5057,1343815506,login
69,1343816118,login
7991,1343816881,login
8034,1343822929,login
5939,1343824718,login
6258,1343825032,login
9402,1343827437,login
1638,1343830019,login
6978,1343834752,login
4742,1343839803,login
4079,1343842142,login
5297,1343842329,login
5762,1343843949,login
3600,1343848437,login
8068,1343851355,login
7572,1343853657,login
8178,1343855159,login
1693,1343858313,login
8399,1343863898,login
197,1343867191,login
5705,1343867708,login
2622,1343869196,login
331,1343873626,login
9434,1343881062,login
9083,1343894111,login
5386,1343894522,login
2188,1343894570,login
8553,1343899708,login
7991,1343903281,login
6814,1343903691,login
1479,1343905011,login
5939,1343911118,login
7429,1343913910,login
5739,1343915192,login
9661,1343921663,login
5297,1343928729,login
10368,1343932893,login
8068,1343937755,login
6690,1343944381,login
3642,1343944748,login
906,1343947792,login
10763,1343948417,login
9434,1343967462,login
4712,1343971293,login
11688,1343971387,login
9281,1343976415,login
1274,1343979456,login
9083,1343980511,login
5240,1343984218,login
1774,1343985270,login
4144,1343988091,login
69,1343988918,login
1479,1343991411,login
8034,1343995729,login
3067,1343996615,login
5939,1343997518,login
589,1344001606,login
3623,1344004473,login
5836,1344006740,login
6978,1344007552,login
4612,1344008432,login
8029,1344010558,login
1149,1344011983,login
7886,1344018392,login
4839,1344020936,login
3653,1344031616,login
2474,1344035670,login
2042,1344039064,login
197,1344039991,login
7698,1344043077,login
7529,1344057542,login
9281,1344062815,login
9083,1344066911,login
69,1344075318,login
9481,1344076576,login
8280,1344087582,login
2583,1344089715,login
4479,1344090762,login
6978,1344093952,login
10734,1344094793,login
9349,1344095519,login
8029,1344096958,login
2579,1344097740,login
5297,1344101529,login
6134,1344104281,login
10368,1344105693,login
8856,1344109317,login
8068,1344110555,login
256,1344112555,login
7572,1344112857,login
2042,1344125464,login
7590,1344127873,login
2242,1344128672,login
7529,1344143942,login
5665,1344145738,login
9510,1344147655,login
7797,1344150491,login
8553,1344158908,login
11195,1344170678,login
11114,1344172706,login
7173,1344175508,login
6282,1344176975,login
4479,1344177162,login
3623,1344177273,login
8259,1344179084,login
7825,1344179171,login
11169,1344181492,login
1811,1344182971,login
4251,1344186355,login
6370,1344197993,login
7572,1344199257,login
7581,1344199887,login
5600,1344200010,login
1693,1344203913,login
1155,1344206048,login
1525,1344208218,login
5151,1344209675,login
2042,1344211864,login
1280,1344221485,login
5115,1344236085,login
5386,1344240122,login
3066,1344244262,login
2562,1344245457,login
2657,1344251082,login
9532,1344251344,login
8280,1344260382,login
11300,1344261591,login
2583,1344262515,login
3623,1344263673,login
2316,1344268959,login
11021,1344273759,login
5175,1344273860,login
5609,1344274940,login
7641,1344276507,login
7000,1344279392,login
3600,1344280437,login
1339,1344282991,login
8068,1344283355,login
5000,1344284219,login
6851,1344286355,login
11898,1344290000,login
3167,1344294576,login
3124,1344294955,login
2042,1344298264,login
8768,1344304804,login
4934,1344308889,login
7947,1344314025,login
11688,1344316987,login
1600,1344317982,login
11267,1344319131,login
7153,1344325734,login
3550,1344333077,login
6247,1344333261,login
8708,1344333811,login
6227,1344335343,login
4613,1344339429,login
1822,1344340791,login
8034,1344341329,login
5329,1344343214,login
9402,1344345837,login
10017,1344346635,login
7060,1344348845,login
3623,1344350073,login
9265,1344350870,login
10734,1344353993,login
4612,1344354032,login
8887,1344357642,login
11021,1344360159,login
11083,1344360361,login
5297,1344360729,login
7641,1344362907,login
7137,1344364280,login
8856,1344368517,login
1339,1344369391,login
8068,1344369755,login
8679,1344371986,login
6851,1344372755,login
1390,1344376403,login
4269,1344378976,login
906,1344379792,login
7787,1344385051,login
10770,1344385172,login
197,1344385591,login
8768,1344391204,login
1316,1344392999,login
9368,1344393972,login
1084,1344405325,login
4019,1344414530,login
7991,1344421681,login
8280,1344433182,login
589,1344433606,login
11300,1344434391,login
9265,1344437270,login
6978,1344439552,login
11169,1344440692,login
9810,1344442930,login
1149,1344443983,login
5297,1344447129,login
3077,1344451156,login
8068,1344456155,login
7572,1344458457,login
4269,1344465376,login
5378,1344468506,login
5151,1344468875,login
2042,1344471064,login
3175,1344473591,login
11129,1344476910,login
4712,1344489693,login
10803,1344493949,login
5386,1344499322,login
7023,1344501750,login
1864,1344505557,login
9187,1344507828,login
7536,1344512358,login
6258,1344516232,login
6914,1344516598,login
8830,1344521090,login
3943,1344524711,login
5295,1344527015,login
2568,1344530694,login
11083,1344533161,login
11764,1344534027,login
10270,1344540319,login
8068,1344542555,login
7462,1344542712,login
6370,1344543593,login
11561,1344543764,login
7995,1344545101,login
89,1344550320,login
8426,1344551471,login
5705,1344558908,login
7590,1344559873,login
3175,1344559991,login
2531,1344560480,login
9480,1344562168,login
9691,1344568194,login
7296,1344571497,login
5742,1344573399,login
7529,1344575942,login
5596,1344576008,login
3717,1344579193,login
608,1344580346,login
4529,1344587190,login
8740,1344590589,login
8708,1344593011,login
69,1344593718,login
4924,1344594504,login
9481,1344594976,login
6445,1344604041,login
8280,1344605982,login
3623,1344609273,login
6978,1344612352,login
11169,1344613492,login
1811,1344614971,login
2568,1344617094,login
3046,1344623995,login
10838,1344625148,login
11177,1344629493,login
8679,1344631186,login
6405,1344631370,login
6851,1344631955,login
376,1344637628,login
4269,1344638176,login
10763,1344639617,login
10869,1344644615,login
197,1344644791,login
10203,1344646151,login
7590,1344646273,login
9601,1344652815,login
3767,1344653334,login
9510,1344666055,login
746,1344668115,login
9286,1344672024,login
4529,1344673590,login
4019,1344673730,login
7023,1344674550,login
510,1344680834,login
