Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
26581403,10/29/2013 05:53:25 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,11355.0,,,,,,,,FLUSHING,,,Assigned,11/08/2013 05:53:25 PM,,07 QUEENS,QUEENS,,,Rachel Carson Playground,QUEENS,Rachel Carson Playground,Q300,,,7185205900,Colden and Juniper Streets,FLUSHING,NY,11355,N,,,,,,,,,,,,,,
26584018,10/29/2013 05:52:18 PM,10/29/2013 07:22:47 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11231.0,139 HUNTINGTON STREET,HUNTINGTON STREET,CLINTON STREET,COURT STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/30/2013 01:52:18 AM,10/29/2013 07:22:47 PM,06 BROOKLYN,BROOKLYN,984145.0,185647.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6762348862,-74.0003785425,"(40.67623488616279, -74.00037854252194)"
26586227,10/29/2013 05:52:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,10002.0,,,,,DELANCY STREET,NORFOLK STREET,INTERSECTION,NEW YORK,,,Open,,,03 MANHATTAN,MANHATTAN,987744.0,200974.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7183032441,-73.9873955962,"(40.718303244081405, -73.9873955961568)"
26582185,10/29/2013 05:52:00 PM,10/30/2013 02:22:00 PM,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),,10033.0,660 WEST 178 STREET,WEST 178 STREET,WADSWORTH AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,,Closed,,10/30/2013 02:22:00 PM,12 MANHATTAN,MANHATTAN,1001701.0,248261.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8480769049,-73.9369236991,"(40.84807690494312, -73.93692369908261)"
26585321,10/29/2013 05:51:52 PM,10/29/2013 07:29:59 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10004.0,,,,,TRINITY PLACE,MORRIS STREET,INTERSECTION,NEW YORK,,Precinct,Closed,10/30/2013 01:51:52 AM,10/29/2013 07:29:59 PM,01 MANHATTAN,MANHATTAN,980278.0,196577.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7062343243,-74.0143261671,"(40.7062343242935, -74.0143261671423)"
26583328,10/29/2013 05:51:03 PM,,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,10023.0,201 WEST 74 STREET,WEST 74 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,,Assigned,11/18/2013 05:51:03 PM,,07 MANHATTAN,MANHATTAN,989573.0,223445.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7799795609,-73.9807797977,"(40.7799795609164, -73.98077979767697)"
26587890,10/29/2013 05:50:58 PM,10/29/2013 11:17:17 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210.0,1012 EAST 40 STREET,EAST 40 STREET,BEND,AVENUE I,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/30/2013 01:50:58 AM,10/29/2013 11:17:17 PM,18 BROOKLYN,BROOKLYN,1001506.0,169060.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6306903848,-73.9378316905,"(40.63069038479204, -73.93783169049885)"
26585818,10/29/2013 05:50:51 PM,10/29/2013 06:04:49 PM,DPR,Department of Parks and Recreation,DPR Internal,Property,Park,10035.0,,,,,,,,NEW YORK,,,Closed,11/12/2013 05:50:51 PM,10/29/2013 06:04:49 PM,11 MANHATTAN,MANHATTAN,,,Wards Island Park,MANHATTAN,Wards Island Park,M107,,,2124080100,East River and Hell Gate,NEW YORK,NY,10035,,,,,,,,,,,,,,,
26584481,10/29/2013 05:50:25 PM,,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,10458.0,,,,,PERRY AVENUE,EAST  201 STREET,INTERSECTION,BRONX,,,Open,11/03/2013 05:50:25 PM,,07 BRONX,BRONX,1016538.0,256480.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8705937819,-73.8832561073,"(40.87059378192614, -73.88325610725487)"
26586032,10/29/2013 05:49:54 PM,,DOE,School - PS 273 Wortman,School Maintenance,Unclean Condition,School,11207.0,923 JEROME STREET,JEROME STREET,COZINE AVENUE,WORTMAN AVENUE,,,,BROOKLYN,,School,Assigned,11/01/2013 12:03:53 PM,,05 BROOKLYN,BROOKLYN,1017724.0,178998.0,School - PS 273 Wortman,BROOKLYN,School - PS 273 Wortman,273,Region 5,19K273,NA 0/0,923 Jerome Street,BROOKLYN,NY,11207,N,,,,,,,,,,,,40.6579215899,-73.8793537348,"(40.65792158993816, -73.8793537348472)"
26588060,10/29/2013 05:49:13 PM,,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,10023.0,,,,,WEST   72 STREET,WEST END AVENUE,INTERSECTION,NEW YORK,,,Assigned,11/18/2013 05:49:13 PM,,07 MANHATTAN,MANHATTAN,988549.0,223382.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7798072,-73.9844772805,"(40.77980719995474, -73.98447728054211)"
26587239,10/29/2013 05:49:00 PM,,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11357.0,154-23 19 AVENUE,19 AVENUE,154 STREET,CLINTONVILLE STREET,,,ADDRESS,Whitestone,,,Open,,,07 QUEENS,QUEENS,1037392.0,224069.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7815341185,-73.8081110939,"(40.78153411853407, -73.80811109393201)"
26583704,10/29/2013 05:48:49 PM,,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,,103 AVENUE,103 AVENUE,,,,,,,,,Open,,,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26587403,10/29/2013 05:48:44 PM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,10014.0,74 CHARLES STREET,CHARLES STREET,WEST 4 STREET,BLEECKER STREET,,,ADDRESS,NEW YORK,,,Assigned,12/14/2013 08:58:26 AM,10/30/2013 08:59:25 AM,02 MANHATTAN,MANHATTAN,983214.0,206984.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,JFK Airport,,,,,,,,40.734799861,-74.0037382356,"(40.734799860994116, -74.00373823560987)"
26587224,10/29/2013 05:48:00 PM,10/30/2013 11:03:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11432.0,164-26 GOETHALS AVENUE,GOETHALS AVENUE,164 STREET,164 PLACE,,,ADDRESS,Jamaica,,,Closed,,10/30/2013 11:03:00 AM,08 QUEENS,QUEENS,1038851.0,201451.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7194446872,-73.8030264973,"(40.71944468721266, -73.80302649728937)"
26580986,10/29/2013 05:47:04 PM,,CHALL,CHALL,Opinion for the Mayor,NYC Build it Back - General Complaint,,,,,,,,,,,,,Email Sent,11/12/2013 05:54:00 PM,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
26588247,10/29/2013 05:46:00 PM,10/30/2013 11:01:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11216.0,1478 ATLANTIC AVENUE,ATLANTIC AVENUE,ST ANDREWS PLACE,KINGSTON AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,10/30/2013 11:01:00 AM,08 BROOKLYN,BROOKLYN,1000172.0,186320.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6780678006,-73.9425969513,"(40.67806780059004, -73.94259695126658)"
26587315,10/29/2013 05:46:00 PM,10/29/2013 05:46:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10002.0,,,,,DELANCEY STREET,ESSEX STREET,INTERSECTION,NEW YORK,,,Closed,,10/29/2013 05:46:00 PM,03 MANHATTAN,MANHATTAN,987521.0,201066.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7185558472,-73.9882000111,"(40.71855584723336, -73.98820001110087)"
26585208,10/29/2013 05:46:00 PM,10/29/2013 05:46:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10002.0,,,,,DELANCY STREET,NORFOLK STREET,INTERSECTION,NEW YORK,,,Closed,,10/29/2013 05:46:00 PM,03 MANHATTAN,MANHATTAN,987744.0,200974.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7183032441,-73.9873955962,"(40.718303244081405, -73.9873955961568)"
26586226,10/29/2013 05:46:00 PM,10/30/2013 10:28:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10314.0,,,,,WILLOWBROOK ROAD,WOODWARD AVENUE,INTERSECTION,STATEN ISLAND,,,Closed,,10/30/2013 10:28:00 AM,02 STATEN ISLAND,STATEN ISLAND,944532.0,159271.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6037494117,-74.1430346216,"(40.603749411669995, -74.143034621583)"
26586314,10/29/2013 05:46:00 PM,10/29/2013 05:46:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10002.0,,,,,DELANCEY STREET,SUFFOLK STREET,INTERSECTION,NEW YORK,,,Closed,,10/29/2013 05:46:00 PM,03 MANHATTAN,MANHATTAN,987969.0,200865.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7180039735,-73.9865839818,"(40.7180039735431, -73.98658398184538)"
26582196,10/29/2013 05:46:00 PM,,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11377.0,66-31 GARFIELD AVENUE,GARFIELD AVENUE,51 AVENUE,67 STREET,,,ADDRESS,Woodside,,,Open,,,02 QUEENS,QUEENS,1012359.0,207333.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7357131736,-73.8985718837,"(40.735713173606065, -73.89857188368852)"
26584212,10/29/2013 05:46:00 PM,,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Vehicular (AA4)",,10012.0,,,,,BOWERY,EAST HOUSTON STREET,INTERSECTION,NEW YORK,,,Open,,,02 MANHATTAN,MANHATTAN,986300.0,203099.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7241363087,-73.9926040958,"(40.724136308682176, -73.99260409575837)"
26585203,10/29/2013 05:46:00 PM,10/30/2013 11:55:00 AM,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),,10308.0,216 BROOKFIELD AVENUE,BROOKFIELD AVENUE,LEVERETT AVENUE,BARLOW AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,,10/30/2013 11:55:00 AM,03 STATEN ISLAND,STATEN ISLAND,940364.0,142197.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5568650705,-74.1579337593,"(40.55686507045877, -74.15793375927214)"
26585209,10/29/2013 05:46:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10029.0,3 EAST  112 STREET,EAST  112 STREET,MADISON AVENUE,PARK AVENUE,,,BLOCKFACE,NEW YORK,,,Open,,,11 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26592686,10/29/2013 05:46:00 PM,,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,10453.0,54 EAST 176 STREET,EAST 176 STREET,TOWNSEND AVENUE,WALTON AVENUE,,,ADDRESS,BRONX,,,Open,,,05 BRONX,BRONX,1009016.0,248382.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8483915268,-73.9104833423,"(40.848391526769056, -73.91048334226127)"
26585193,10/29/2013 05:46:00 PM,10/30/2013 01:03:00 PM,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,10453.0,54 EAST 176 STREET,EAST 176 STREET,TOWNSEND AVENUE,WALTON AVENUE,,,ADDRESS,BRONX,,,Closed,,10/30/2013 01:03:00 PM,05 BRONX,BRONX,1009016.0,248382.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8483915268,-73.9104833423,"(40.848391526769056, -73.91048334226127)"
26582192,10/29/2013 05:46:00 PM,10/29/2013 05:46:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10002.0,,,,,DELANCEY STREET,SUFFOLK STREET,INTERSECTION,NEW YORK,,,Closed,,10/29/2013 05:46:00 PM,03 MANHATTAN,MANHATTAN,987969.0,200865.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7180039735,-73.9865839818,"(40.7180039735431, -73.98658398184538)"
26583191,10/29/2013 05:46:00 PM,,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,10301.0,219 VAN DUZER STREET,VAN DUZER STREET,GRANT STREET,CLINTON STREET,,,ADDRESS,STATEN ISLAND,,,Open,,,01 STATEN ISLAND,STATEN ISLAND,962919.0,169837.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6328142092,-74.076851789,"(40.63281420921325, -74.07685178903992)"
26584225,10/29/2013 05:46:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11249.0,34 BERRY STREET,BERRY STREET,NORTH 12 STREET,NORTH 11 STREET,,,ADDRESS,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,996409.0,202076.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7213203027,-73.9561351202,"(40.721320302670094, -73.9561351201743)"
26588230,10/29/2013 05:46:00 PM,10/29/2013 05:46:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10002.0,,,,,DELANCY STREET,SUFFOLK STREET,INTERSECTION,NEW YORK,,,Closed,,10/29/2013 05:46:00 PM,03 MANHATTAN,MANHATTAN,987969.0,200865.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7180039735,-73.9865839818,"(40.7180039735431, -73.98658398184538)"
26588029,10/29/2013 05:45:13 PM,10/30/2013 06:58:31 AM,DOF,Department of Finance,DOF Literature Request,Application for Disability Rent Increase Exemption - English,,,,,,,,,,,,,Closed,11/06/2013 06:56:04 AM,10/30/2013 06:58:32 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
26581660,10/29/2013 05:45:00 PM,10/30/2013 09:05:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Lamp Dim,,,686 187 ST E,187 ST E,BEAUMONT AVE,CAMBRELENG AVE,187 ST E,CAMBRELENG AVE,INTERSECTION,,,,Closed,,10/30/2013 09:05:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26581306,10/29/2013 05:44:02 PM,,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,10023.0,COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 61 STREET,WEST 62 STREET,,,BLOCKFACE,NEW YORK,,,Assigned,11/18/2013 05:44:02 PM,,07 MANHATTAN,MANHATTAN,988775.0,220103.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7708070932,-73.9836634536,"(40.770807093222665, -73.98366345359372)"
26581644,10/29/2013 05:43:35 PM,,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,,103 AVENUE,103 AVENUE,,,,,,,,,Open,,,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26581182,10/29/2013 05:43:35 PM,,DOB,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,11223.0,2663 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,CRAWFORD AVENUE,AVENUE X,,,ADDRESS,BROOKLYN,,,Open,,,15 BROOKLYN,BROOKLYN,995169.0,154880.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.591779284,-73.9606849683,"(40.591779284047355, -73.96068496826595)"
26585830,10/29/2013 05:42:42 PM,,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,10011.0,62 7 AVENUE,7 AVENUE,WEST 13 STREET,WEST 14 STREET,,,ADDRESS,NEW YORK,,,Assigned,11/18/2013 05:42:42 PM,,02 MANHATTAN,MANHATTAN,984315.0,208315.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7384531875,-73.9997654453,"(40.73845318750216, -73.99976544533042)"
26587108,10/29/2013 05:41:57 PM,,DCA,Department of Consumer Affairs,Consumer Complaint,Prohibited Item Sale to Minor,,11235.0,2801 KNAPP STREET,KNAPP STREET,HARKNESS AVENUE,BELT PARKWAY,,,ADDRESS,BROOKLYN,,,Open,11/02/2013 05:41:57 PM,,15 BROOKLYN,BROOKLYN,1003296.0,152891.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5863061404,-73.9314284478,"(40.586306140389475, -73.93142844781958)"
26582883,10/29/2013 05:41:03 PM,10/29/2013 07:42:23 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11232.0,,,,,42 STREET,4 AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,10/30/2013 01:41:03 AM,10/29/2013 07:42:23 PM,07 BROOKLYN,BROOKLYN,982053.0,176435.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.650949714,-74.0079175498,"(40.65094971403368, -74.00791754981823)"
26584387,10/29/2013 05:41:00 PM,,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,Sidewalk,11221.0,84 MENAHAN STREET,MENAHAN STREET,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,,Open,,,04 BROOKLYN,BROOKLYN,1006240.0,192291.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6944438279,-73.9207007183,"(40.69444382792335, -73.92070071833638)"
26580703,10/29/2013 05:40:44 PM,10/30/2013 10:26:46 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,10011.0,,,,,7 AVENUE,WEST   23 STREET,INTERSECTION,NEW YORK,,,Closed,11/19/2013 05:40:44 PM,10/30/2013 10:26:46 AM,04 MANHATTAN,MANHATTAN,985457.0,210372.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7440990583,-73.9956441311,"(40.744099058348795, -73.99564413111167)"
26584236,10/29/2013 05:40:21 PM,,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11224.0,445 NEPTUNE AVENUE,NEPTUNE AVENUE,OCEAN PARKWAY,WEST 5 STREET,,,ADDRESS,BROOKLYN,,,Open,,,13 BROOKLYN,BROOKLYN,992599.0,150564.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5799355167,-73.9699438605,"(40.57993551665944, -73.96994386045708)"
26582965,10/29/2013 05:39:56 PM,,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,10004.0,,,,,BEAVER STREET,WILLIAM STREET,INTERSECTION,NEW YORK,,,Assigned,11/13/2013 01:18:24 PM,10/30/2013 01:18:44 PM,01 MANHATTAN,MANHATTAN,981482.0,196181.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7051478562,-74.0099834301,"(40.70514785618886, -74.00998343007632)"
26586872,10/29/2013 05:39:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,11385.0,60-58 PALMETTO STREET,PALMETTO STREET,60 PLACE,FRESH POND ROAD,,,ADDRESS,Ridgewood,,,Open,,,05 QUEENS,QUEENS,1012161.0,197263.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7080741019,-73.8993281034,"(40.708074101905986, -73.89932810340878)"
26586041,10/29/2013 05:38:13 PM,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10016.0,,,,,3 AVENUE,EAST   29 STREET,INTERSECTION,NEW YORK,,,Open,11/03/2013 05:38:13 PM,,06 MANHATTAN,MANHATTAN,989678.0,209822.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7425878623,-73.9804116651,"(40.74258786227404, -73.98041166510122)"
26585576,10/29/2013 05:38:10 PM,10/30/2013 06:58:31 AM,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,,Closed,11/06/2013 06:56:04 AM,10/30/2013 06:58:31 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
26582200,10/29/2013 05:36:52 PM,10/29/2013 05:36:52 PM,DOB,Department of Buildings,BEST/Site Safety,Safety Netting/Guard Rails - Damaged/Inadequate/None (Over 6 Stories/75 Feet),,11208.0,790 ELDERT LANE,ELDERT LANE,DUMONT AVENUE,LINDEN BOULEVARD,,,ADDRESS,BROOKLYN,,,Closed,,10/29/2013 12:00:00 AM,05 BROOKLYN,BROOKLYN,1022225.0,183607.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6705540988,-73.8631053928,"(40.67055409879978, -73.8631053928292)"
26586230,10/29/2013 05:36:10 PM,10/30/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11204.0,1755 61 STREET,61 STREET,17 AVENUE,18 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,10/30/2013 12:00:00 AM,12 BROOKLYN,BROOKLYN,987335.0,165913.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6220688009,-73.9888870859,"(40.62206880086717, -73.98888708588976)"
26582546,10/29/2013 05:36:00 PM,,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,11213.0,1603 UNION STREET,UNION STREET,ALBANY AVENUE,TROY AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,09 BROOKLYN,BROOKLYN,1001540.0,182723.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6681922794,-73.9376741756,"(40.66819227938139, -73.93767417556874)"
